,Host,Isolate Name,Isolation Date,State,Subtype
677,IRD:Avian,A/northern shoveler/Interior Alaska/10BM02593R0/2010,2010-06-23 00:00:00,Interior Alaska,H4N6
678,IRD:Mallard/Avian,A/mallard/Ohio/11OS2208/2011,2011-08-19 00:00:00,Ohio,(N8)
679,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/167/2009,2009-05-20 00:00:00,Delaware,H6N1
680,IRD:Avian,A/mallard/Nova Scotia/01013/2010,2010-09-20 00:00:00,Nova Scotia,H6N1
681,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07501R0/2010,2010-08-02 00:00:00,Interior Alaska,H7N3
682,IRD:Avian,A/mallard/Nova Scotia/00372/2010,2010-08-08 00:00:00,Nova Scotia,H7N7
683,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12383R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
684,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8829R0/2009,2009-08-11 00:00:00,Interior Alaska,H4N6
685,IRD:Mallard/Avian,A/mallard/Wisconsin/4230/2009,2009-12-06 00:00:00,Wisconsin,H10N1
686,IRD:Avian,A/blue-winged teal/Illinois/10OS3610/2010,2010-10-30 00:00:00,Illinois,H6N2
687,IRD:Avian,A/mallard/New Brunswick/00979/2010,2010-09-16 00:00:00,New Brunswick,H4N8
688,IRD:American Green-winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM6702R0/2009,2009-08-04 00:00:00,Interior Alaska,H10N7
689,IRD:Avian,A/blue-winged teal/Nova Scotia/00121/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
690,IRD:Avian,A/northern shoveler/California/2810/2011,2011-10-29 00:00:00,California,H11N2
691,IRD:Avian,A/blue-winged teal/Nova Scotia/01008/2010,2010-09-20 00:00:00,Nova Scotia,H4N6
692,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI11-1678/2011,2011-05-24 00:00:00,New Jersey,H7N7
693,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM10805R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
694,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6229R0/2009,2009-08-03 00:00:00,Interior Alaska,H10N7
695,IRD:Northern Shoveler/Avian,A/northern shoveler/Mississippi/11OS289/2011,2011-01-16 00:00:00,Mississippi,H7N3
696,IRD:Avian,A/blue-winged teal/Prince Edward Island/00831/2010,2010-09-02 00:00:00,Prince Edward Island,H3N7
697,IRD:Avian,A/mallard/Wisconsin/10OS2672/2010,2010-10-02 00:00:00,Wisconsin,H5N1
698,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM07476R0/2010,2010-08-02 00:00:00,Interior Alaska,H4N6
699,IRD:Avian,A/mallard/Minnesota/Sg-01005/2008,2008-09-12 00:00:00,Minnesota,(H10)
700,IRD:Avian,A/mallard/Minnesota/AI09-3100/2009,2009-09-08 00:00:00,Minnesota,H6N3
701,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11023R0/2009,2009-08-17 00:00:00,Interior Alaska,H8N4
702,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12350R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
703,IRD:Avian,A/mallard/New Jersey/Sg-00967/2008,2008-09-21 00:00:00,New Jersey,H4N6
704,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM9717R0/2009,2009-08-14 00:00:00,Interior Alaska,H10N7
705,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM6205R0/2009,2009-08-02 00:00:00,Interior Alaska,H10N7
706,IRD:Mallard/Avian,A/mallard/Ohio/11OS2229/2011,2011-08-19 00:00:00,Ohio,H5N2
707,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-12/2010,2010-01-31 00:00:00,Guatemala,H5N4
708,IRD:Avian,A/northern pintail/California/3452/2010,2010-12-04 00:00:00,California,H1N1
709,IRD:Avian,A/mallard/Interior Alaska/10BM06838R0/2010,2010-07-31 00:00:00,Interior Alaska,H7N3
710,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7152R2/2009,2009-08-06 00:00:00,Interior Alaska,H8N4
711,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS4292/2011,2011-11-05 00:00:00,Wisconsin,H11N9
712,IRD:Avian,A/northern pintail/Interior Alaska/9BM6039R0/2009,2009-08-02 00:00:00,Interior Alaska,H4N6
713,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM11965R0/2009,2009-08-20 00:00:00,Interior Alaska,H3N8
714,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12179R0/2010,2010-08-13 00:00:00,Interior Alaska,H3N8
715,IRD:Avian,A/ring-necked duck/Interior Alaska/10BM05792R0/2010,2010-07-26 00:00:00,Interior Alaska,H3N8
716,IRD:Avian,A/northern pintail/Interior Alaska/10BM06895R0/2010,2010-07-31 00:00:00,Interior Alaska,H7N3
717,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM10829R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
718,IRD:Avian,A/American black duck/Nova Scotia/00098/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
719,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM05337R0/2010,2010-07-24 00:00:00,Interior Alaska,H4N6
720,IRD:Avian,A/mallard/Nova Scotia/01017/2010,2010-09-20 00:00:00,Nova Scotia,(H6)
721,IRD:Avian,A/northern pintail/Interior Alaska/9BM4641R0/2009,2009-07-29 00:00:00,Interior Alaska,H4N6
722,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM11366R0/2010,2010-08-12 00:00:00,Interior Alaska,H7N3
723,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM10790R0/2010,2010-08-10 00:00:00,Interior Alaska,H7N3
724,IRD:Avian,A/northern pintail/Minnesota/AI09-4322/2009,2009-09-12 00:00:00,Minnesota,H3N8
725,IRD:Avian,A/mallard/New Jersey/AI09-5122/2009,2009-09-28 00:00:00,New Jersey,H11N9
726,IRD:Mallard/Avian,A/mallard/Ohio/11OS2221/2011,2011-08-19 00:00:00,Ohio,H1N1
727,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/10BM07000R0/2010,2010-07-31 00:00:00,Interior Alaska,H4N6
728,IRD:Avian,A/mallard/Minnesota/Sg-00847/2008,2008-09-03 00:00:00,Minnesota,(H3)
729,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/343/2009,2009-05-20 00:00:00,Delaware,H10N7
730,IRD:Avian,A/mallard/Interior Alaska/9BM2535R0/2009,2009-07-12 00:00:00,Interior Alaska,H4N6
731,IRD:Avian,A/mallard/New Brunswick/00340/2010,2010-08-08 00:00:00,New Brunswick,H1N1
732,IRD:Avian,A/American black duck/Nova Scotia/00091/2010,2010-09-10 00:00:00,Nova Scotia,H1N1
733,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3159/2011,2011-09-24 00:00:00,Wisconsin,H3N2
734,IRD:Mallard/Avian,A/mallard/Wisconsin/2785/2009,2009-10-31 00:00:00,Wisconsin,H2N3
735,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM9683R2/2009,2009-08-14 00:00:00,Interior Alaska,H4N6
736,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-710/2009,2009-05-22 00:00:00,New Jersey,H1N8
737,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM12198R0/2009,2009-08-21 00:00:00,Interior Alaska,H4N6
738,IRD:Avian,A/northern pintail/Interior Alaska/9BM4991R0/2009,2009-07-29 00:00:00,Interior Alaska,H10N7
739,IRD:Northern Pintail/Avian,A/northern pintail/California/2789/2011,2011-10-29 00:00:00,California,H9N2
740,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2077/2009,2009-07-09 00:00:00,Interior Alaska,H4N6
741,IRD:Northern Shoveler/Avian,A/northern shoveler/California/8355/2008,2008-10-19 00:00:00,California,H6N1
742,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Missouri/11OS2583/2011,2011-09-10 00:00:00,Missouri,H4N6
743,IRD:Avian,A/American black duck/New Brunswick/00344/2010,2010-08-08 00:00:00,New Brunswick,H7N7
744,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1008/2009,2009-06-03 00:00:00,New Jersey,H11N9
745,IRD:Mallard/Avian,A/mallard/Ohio/11OS2083/2011,2011-08-18 00:00:00,Ohio,H4N8
746,IRD:Mallard/Avian,A/mallard/Interior Alaska/8BM3061/2008,2008-08-18 00:00:00,Interior Alaska,H8N4
747,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/707/2009,2009-06-04 00:00:00,Delaware,H6N2
748,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7836R0/2009,2009-08-08 00:00:00,Interior Alaska,H3N8
749,IRD:Avian,A/mallard/Interior Alaska/10BM06454R0/2010,2010-07-30 00:00:00,Interior Alaska,H4N6
750,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8MP0689/2008,2008-08-13 00:00:00,Interior Alaska,H8N4
751,IRD:Avian,A/northern pintail/Interior Alaska/9BM12210R0/2009,2009-08-21 00:00:00,Interior Alaska,H3N8
752,IRD:Mallard/Avian,A/mallard/Ohio/11OS2213/2011,2011-08-19 00:00:00,Ohio,H11N2
753,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3098/2011,2011-09-25 00:00:00,Wisconsin,H6N1
754,IRD:Mallard/Avian,A/mallard/California/5250/2009,2009-07-28 00:00:00,California,H5N2
755,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Illinois/2479/2009,2009-10-17 00:00:00,Illinois,H2N3
756,IRD:Turkey/Avian,A/turkey/Ontario/FAV-9/2011,2011-02-24 00:00:00,Ontario,H3N2
757,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7044R0/2009,2009-08-06 00:00:00,Interior Alaska,H3N8
758,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3493/2011,2011-10-23 00:00:00,Wisconsin,H3N2
759,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00565/2008,2008-06-04 00:00:00,New Jersey,H4N6
760,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3264/2011,2011-09-22 00:00:00,Canada,H3N8
761,IRD:Avian,A/American black duck/New Brunswick/00464/2010,2010-08-12 00:00:00,New Brunswick,H4N6
762,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3161/2011,2011-09-24 00:00:00,Wisconsin,H3N2
763,IRD:Avian,A/blue-winged teal/Texas/AI09-4463/2009,2009-09-20 00:00:00,Texas,H4N8
764,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12582R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
765,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3696/2008,2008-09-26 00:00:00,Interior Alaska,H3N8
766,IRD:Avian,A/northern shoveler/Minnesota/Sg-00645/2008,2008-07-31 00:00:00,Minnesota,H3N8
767,IRD:Avian,A/American wigeon/Louisiana/Sg-01031/2008,2008-11-08 00:00:00,Louisiana,H4N6
768,IRD:Mallard/Avian,A/mallard/California/8212/2008,2008-10-18 00:00:00,California,H6N1
769,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9447R0/2009,2009-08-13 00:00:00,Interior Alaska,H3N8
770,IRD:Avian,A/American black duck/New Brunswick/00424/2010,2010-08-10 00:00:00,New Brunswick,H3N8
771,IRD:Avian,A/mallard/Wisconsin/2576/2009,2009-10-06 00:00:00,Wisconsin,H5N1
772,IRD:Avian,A/ring-necked duck/Minnesota/Sg-01066/2008,2008-10-12 00:00:00,Minnesota,H12N8
773,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Guatemala/CIP049-08/2010,2010-01-31 00:00:00,Guatemala,H5N3
774,IRD:Coot/Avian,A/American coot/Mississippi/09OS615/2009,2009-01-24 00:00:00,Mississippi,H10N3
775,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10525R2/2009,2009-08-16 00:00:00,Interior Alaska,H3N1
776,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/AI09-960/2009,2009-05-28 00:00:00,Delaware,H1N7
777,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12370R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
778,IRD:Mallard/Avian,A/mallard/California/2594P/2011,2011-08-12 00:00:00,California,H4N6
779,IRD:Gadwall/Avian,A/gadwall/Illinois/3860/2009,2009-11-15 00:00:00,Illinois,H6N1
780,IRD:Mallard/Avian,A/mallard/Ohio/11OS2033/2011,2011-08-17 00:00:00,Ohio,H7N8
781,IRD:Turkey/Avian,A/turkey/MB/FAV11/2010,2010-11-25 00:00:00,Manitoba,H5N2
782,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3244/2011,2011-09-19 00:00:00,Canada,H3N8
783,IRD:American Wigeon/Avian,A/American wigeon/California/6588/2008,2008-11-08 00:00:00,California,H6N1
784,IRD:Avian,A/mallard/New Brunswick/00337/2010,2010-08-08 00:00:00,New Brunswick,H1N1
785,IRD:Mallard/Avian,A/mallard/California/2527V/2011,2011-08-12 00:00:00,California,H5N1
786,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/10BM05165R0/2010,2010-07-22 00:00:00,Interior Alaska,H4N6
787,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM10298R0/2010,2010-08-09 00:00:00,Interior Alaska,H3N8
788,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM9037R0/2009,2009-08-11 00:00:00,Interior Alaska,H10N7
789,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/10BM07597R0/2010,2010-08-02 00:00:00,Interior Alaska,H3N8
790,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00554/2008,2008-05-22 00:00:00,New Jersey,H10N7
791,IRD:Avian,A/American green-winged teal/Wisconsin/11OS3376/2011,2011-10-15 00:00:00,Wisconsin,H1N1
792,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM2073/2009,2009-07-09 00:00:00,Interior Alaska,H4N6
793,IRD:Turkey/Avian,A/turkey/Ontario/FAV-10/2011,2011-07-21 00:00:00,Ontario,H3N2
794,IRD:Avian,A/mallard/Minnesota/Sg-00768/2008,2008-09-01 00:00:00,Minnesota,H6N2
795,IRD:Avian,A/mallard/Minnesota/Sg-00570/2008,2008-08-03 00:00:00,Minnesota,H8N4
796,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3300/2011,2011-09-25 00:00:00,Canada,H4N6
797,IRD:Mallard/Avian,A/mallard/Ohio/2031/2009,2009-08-03 00:00:00,Ohio,H4N9
798,IRD:Mallard/Avian,A/mallard/Mississippi/386/2010,2010-01-17 00:00:00,Mississippi,H3N8
799,IRD:Avian,A/northern pintail/Interior Alaska/10BM00303R0/2010,2010-05-14 00:00:00,Interior Alaska,H3N8
800,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/231/2009,2009-05-20 00:00:00,Delaware,H6N1
801,IRD:Northern Pintail/Avian,A/northern pintail/California/8764/2008,2008-11-01 00:00:00,California,H6N1
802,IRD:Green-Winged Teal/Avian,A/green-winged teal/California/7972/2008,2008-10-25 00:00:00,California,H6N2
803,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-119/2009,2009-05-20 00:00:00,New Jersey,H1N8
804,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM04988R0/2010,2010-07-21 00:00:00,Interior Alaska,H4N6
805,IRD:Avian,A/mallard/Ohio/11OS2092/2011,2011-08-19 00:00:00,Ohio,H10N1
806,IRD:Avian,A/mallard/Minnesota/AI09-1666/2009,2009-07-27 00:00:00,Minnesota,H10N3
807,IRD:Avian,A/northern pintail/Interior Alaska/10BM06303R0/2010,2010-07-29 00:00:00,Interior Alaska,H7N3
808,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM2987/2008,2008-08-17 00:00:00,Interior Alaska,H8N4
809,IRD:Avian,A/mallard/New Brunswick/00879/2010,2010-09-12 00:00:00,New Brunswick,H4N9
810,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3408/2011,2011-10-15 00:00:00,Wisconsin,H3N2
811,IRD:Avian,A/green-winged teal/New Brunswick/00336/2010,2010-08-08 00:00:00,New Brunswick,H3N8
812,IRD:Blue-Winged Teal/Avian,A/blue-winged Teal/North Dakota/AI09-3642/2009,2009-09-04 00:00:00,North Dakota,H3N1
813,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00471/2008,2008-05-13 00:00:00,New Jersey,H6N8
814,IRD:Avian,A/American black duck/New Brunswick/00410/2010,2010-08-10 00:00:00,New Brunswick,H1N1
815,IRD:Avian,A/mallard/Interior Alaska/9BM2250R0/2009,2009-07-11 00:00:00,Interior Alaska,H4N6
816,IRD:Avian,A/mallard/Interior Alaska/9BM2393R0/2009,2009-07-13 00:00:00,Interior Alaska,H4N6
817,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Canada/3289/2011,2011-09-24 00:00:00,Canada,H3N8
818,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-1336/2009,2009-05-30 00:00:00,New Jersey,H10N7
819,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/497/2008,2008-05-17 00:00:00,Delaware,H4N6
820,IRD:Avian,A/northern pintail/Interior Alaska/9BM5376R0/2009,2009-07-30 00:00:00,Interior Alaska,H10N7
821,IRD:Avian,A/green-winged teal/New Brunswick/00333/2010,2010-08-08 00:00:00,New Brunswick,H1N1
822,IRD:Mallard/Avian,A/mallard/Minnesota/AI09-3770/2009,2009-09-12 00:00:00,Minnesota,H7N9
823,IRD:Avian,A/American green-winged teal/Mississippi/11OS255/2011,2011-01-15 00:00:00,Mississippi,H7N7
824,IRD:Mallard/Avian,A/mallard/California/5495/2009,2009-07-23 00:00:00,California,H4N2
825,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM08884R0/2010,2010-08-05 00:00:00,Interior Alaska,H7N3
826,IRD:Mallard/Avian,A/mallard/California/2536V/2011,2011-08-12 00:00:00,California,H5N1
827,IRD:Avian,A/mallard/Iowa/10OS2492/2010,2010-09-18 00:00:00,Iowa,H3N6
828,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00548/2008,2008-06-01 00:00:00,New Jersey,H10N2
829,IRD:Avian,A/blue-winged teal/Nova Scotia/00081/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
830,IRD:Avian,A/mallard/Illinois/10OS4130/2010,2010-11-29 00:00:00,Illinois,H11N2
831,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM10851R0/2009,2009-08-17 00:00:00,Interior Alaska,H3N8
832,IRD:Avian,A/American black duck/New Brunswick/00971/2010,2010-09-16 00:00:00,New Brunswick,H10N6
833,IRD:Mallard/Avian,A/mallard/Illinois/11OS4311/2011,2011-11-12 00:00:00,Illinois,H4N2
834,IRD:Avian,A/blue-winged teal/Iowa/10OS2639/2010,2010-09-18 00:00:00,Iowa,H3N8
835,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00475/2008,2008-05-17 00:00:00,New Jersey,H4N6
836,IRD:Avian,A/blue-winged teal/New Brunswick/00600/2010,2010-08-15 00:00:00,New Brunswick,H3N7
837,IRD:Avian,A/blue-winged teal/New Brunswick/00283/2010,2010-09-14 00:00:00,New Brunswick,H3N8
838,IRD:Avian,A/mallard/New Brunswick/00324/2010,2010-08-08 00:00:00,New Brunswick,H1N1
839,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM7688R0/2009,2009-08-08 00:00:00,Interior Alaska,H10N7
840,IRD:Avian,A/mallard/Minnesota/Sg-00944/2008,2008-09-08 00:00:00,Minnesota,(N9)
841,IRD:Mallard/Avian,A/mallard/California/2444/2010,2010-10-27 00:00:00,California,H6N1
842,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-587/2009,2009-05-24 00:00:00,New Jersey,H10N7
843,IRD:Green-Winged Teal/Avian,A/green-winged teal/California/8612/2008,2008-10-29 00:00:00,California,H6N1
844,IRD:Green-Winged Teal/Avian,A/American green-winged teal/Interior Alaska/9BM5041R0/2009,2009-07-29 00:00:00,Interior Alaska,H4N6
845,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00493/2008,2008-05-18 00:00:00,New Jersey,H12N5
846,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/240/2009,2009-05-20 00:00:00,Delaware,H10N7
847,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/Delaware/AI09-666/2009,2009-05-28 00:00:00,Delaware,H6N1
848,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM12390R0/2009,2009-09-02 00:00:00,Interior Alaska,H3N8
849,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM8465R0/2009,2009-08-10 00:00:00,Interior Alaska,H3N1
850,IRD:Avian,A/mallard/Minnesota/SG-00680/2008,2008-08-03 00:00:00,Minnesota,(H8)
851,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM10877R0/2009,2009-08-17 00:00:00,Interior Alaska,H4N6
852,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM12311R0/2010,2010-08-14 00:00:00,Interior Alaska,H3N8
853,IRD:Avian,A/mallard/New Jersey/AI09-5137/2009,2009-09-28 00:00:00,New Jersey,H4N9
854,IRD:Avian,A/American green-winged teal/Mississippi/11OS98/2011,2011-01-08 00:00:00,Mississippi,(N2)
855,IRD:Avian,A/mallard/Interior Alaska/8MP0457R1/2008,2008-08-10 00:00:00,Interior Alaska,H8N4
856,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM1958/2009,2009-07-04 00:00:00,Interior Alaska,H4N6
857,IRD:Avian,A/long-tailed duck/Wisconsin/10OS3919/2010,2010-11-16 00:00:00,Wisconsin,H10N6
858,IRD:Gull/Avian,A/glaucous-winged gull/Southeastern Alaska/10JR01681R0/2010,2010-09-08 00:00:00,Southeastern Alaska,H16N3
859,IRD:Avian,A/gadwall/Nova Scotia/00783/2010,2010-09-07 00:00:00,Nova Scotia,H3N8
860,IRD:Avian,A/blue-winged teal/Missouri/10MO0011/2010,2010-09-15 00:00:00,Missouri,H3N6
861,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Texas/AI09-6182/2009,2009-12-13 00:00:00,Texas,H6N2
862,IRD:Mallard/Avian,A/mallard/Michigan/10OS1497/2010,2010-08-20 00:00:00,Michigan,H3N2
863,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00507/2008,2008-05-16 00:00:00,New Jersey,H4N6
864,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3577/2011,2011-10-30 00:00:00,Wisconsin,H6N5
865,IRD:Mallard/Avian,A/mallard/Interior Alaska/8BM3586/2008,2008-09-14 00:00:00,Interior Alaska,H3N8
866,IRD:Avian,A/blue-winged Teal/Minnesota/AI09-2977/2009,2009-09-06 00:00:00,Minnesota,H4N8
867,IRD:Northern Shoveler/Avian,A/northern shoveler/Mississippi/397/2010,2010-01-17 00:00:00,Mississippi,H1N3
868,IRD:Mallard/Avian,A/mallard/Wisconsin/2549/2009,2009-10-05 00:00:00,Wisconsin,H3N2
869,IRD:Mallard/Avian,A/mallard/California/5197/2009,2009-07-27 00:00:00,California,H5N2
870,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/Sg-00531/2008,2008-05-22 00:00:00,New Jersey,H4N6
871,IRD:Avian,A/green-winged teal/Prince Edward Island/00838/2010,2010-09-02 00:00:00,Prince Edward Island,H3N8
872,IRD:Mallard/Avian,A/mallard/New Jersey/Sg-00892/2008,2008-09-20 00:00:00,New Jersey,H3N8
873,IRD:Blue-Winged Teal/Avian,A/blue-winged teal/Prince Edward Island/03910/2009,2009-08-19 00:00:00,Prince Edward Island,H4N9
874,IRD:Avian,A/mallard/Wisconsin/10OS2773/2010,2010-09-26 00:00:00,Wisconsin,H3N8
875,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/8BM3731/2008,2008-09-27 00:00:00,Interior Alaska,H3N8
876,IRD:Mallard/Avian,A/mallard/Alberta/421/2009,2009-08-22 00:00:00,Alberta,H2N3
877,IRD:Black Scoter/Avian,A/black scoter/Wisconsin/11OS4260/2011,2011-10-24 00:00:00,Wisconsin,H3N2
878,IRD:Mallard/Avian,A/mallard/Ohio/11OS2145/2011,2011-08-15 00:00:00,Ohio,H10N7
879,IRD:Avian,A/mallard/Minnesota/Sg-00697/2008,2008-08-01 00:00:00,Minnesota,H4N6
880,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8084R0/2009,2009-08-09 00:00:00,Interior Alaska,H10N7
881,IRD:Avian,A/mallard/California/8519/2008,2008-10-25 00:00:00,California,H6N1
882,IRD:Avian,A/northern pintail/Interior Alaska/9BM6290R0/2009,2009-08-03 00:00:00,Interior Alaska,H3N8
883,IRD:Avian,A/mallard/Illinois/10OS4111/2010,2010-11-28 00:00:00,Illinois,H10N7
884,IRD:Avian,A/northern shoveler/California/3676/2010,2010-12-15 00:00:00,California,H8N2
885,IRD:Mallard/Avian,A/mallard/Illinois/3974/2009,2009-10-17 00:00:00,Illinois,H5N2
886,IRD:Northern Pintail/Avian,A/northern pintail/Interior Alaska/9BM8415R2/2009,2009-08-09 00:00:00,Interior Alaska,H4N6
887,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM07092R0/2010,2010-08-01 00:00:00,Interior Alaska,H7N3
888,IRD:Mallard/Avian,A/mallard/Wisconsin/11OS3338/2011,2011-10-01 00:00:00,Wisconsin,H11N9
889,IRD:Lesser Scaup/Avian,A/lesser scaup/Illinois/4115/2009,2009-11-29 00:00:00,Illinois,H10N7
890,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/604/2008,2008-05-18 00:00:00,Delaware,H6N2
891,IRD:Mallard/Avian,A/mallard/California/5271/2009,2009-07-29 00:00:00,California,H4N6
892,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM3361R0/2009,2009-07-21 00:00:00,Interior Alaska,H10N7
893,IRD:Ruddy Turnstone/Avian,A/ruddy turnstone/New Jersey/AI09-372/2009,2009-05-08 00:00:00,New Jersey,H6N1
894,IRD:Mallard/Avian,A/mallard/Interior Alaska/10BM08883R0/2010,2010-08-05 00:00:00,Interior Alaska,H7N3
895,IRD:Avian,A/American black duck/New Brunswick/00471/2010,2010-08-12 00:00:00,New Brunswick,H10N6
896,IRD:Shorebird/Avian,A/shorebird/Delaware Bay/483/2008,2008-05-17 00:00:00,Delaware,H6N8
897,IRD:Mallard/Avian,A/mallard/Interior Alaska/9BM12627R0/2009,2009-09-04 00:00:00,Interior Alaska,H3N8
898,IRD:Northern Shoveler/Avian,A/northern shoveler/California/9680/2008,2008-12-07 00:00:00,California,H6N2
