,Sink,Source,Time Class,Time Delta,Transmission Type,Weight
588,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,15.0,Intra-Species,7.9966279999999985
589,A/mallard/Interior Alaska/10BM05347R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,-1.0,Intra-Species,8.0
590,A/northern pintail/Interior Alaska/10BM08586R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,9.0,Inter-Species,7.997999
591,A/mallard/Interior Alaska/10BM10811R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,15.0,Intra-Species,7.9969160000000015
592,A/northern pintail/Interior Alaska/10BM08400R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,9.0,Inter-Species,7.997246
593,A/northern pintail/Interior Alaska/10BM09481R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010,Direct Transmission,11.0,Inter-Species,7.997961
594,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-5.0,Inter-Species,8.0
595,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-5.0,Inter-Species,8.0
596,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,A/northern pintail/Interior Alaska/9BM7696R0/2009,Direct Transmission,-5.0,Inter-Species,8.0
597,A/red-necked grebe/Minnesota/AI10-1948/2010,A/red-necked grebe/Minnesota/AI10-1954/2010,Direct Transmission,0.0,Intra-Species,7.9995660000000015
598,A/northern shoveler/Arkansas/11OS386/2011,A/mallard/Interior Alaska/10BM02980R0/2010,Environmental Persistence,194.0,Inter-Species,7.765326999999999
599,A/northern pintail/Interior Alaska/9BM9447R0/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Direct Transmission,7.0,Intra-Species,7.99045
600,A/northern pintail/Interior Alaska/9BM7252R0/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Direct Transmission,0.0,Intra-Species,7.999567999999999
601,A/northern pintail/Interior Alaska/9BM11789R0/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Direct Transmission,13.0,Intra-Species,7.9889680000000025
602,A/American green-winged teal/Wisconsin/2690/2009,A/northern pintail/Interior Alaska/9BM7254R0/2009,Environmental Persistence,75.0,Inter-Species,7.659526
603,A/mallard/New Brunswick/00340/2010,A/American black duck/New Brunswick/00326/2010,Direct Transmission,0.0,Inter-Species,7.995057000000001
604,A/mallard/New Brunswick/00324/2010,A/American black duck/New Brunswick/00326/2010,Direct Transmission,0.0,Inter-Species,7.998972999999999
605,A/northern pintail/Interior Alaska/9BM10238R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,8.0
606,A/northern pintail/Interior Alaska/9BM11179R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,2.0,Intra-Species,7.999115
607,A/northern pintail/Interior Alaska/9BM10244R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,8.0
608,A/northern pintail/Interior Alaska/9BM10222R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,8.0
609,A/northern pintail/Interior Alaska/9BM10234R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,8.0
610,A/northern pintail/Interior Alaska/9BM10218R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,7.999547
611,A/northern pintail/Interior Alaska/9BM10224R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,8.0
612,A/northern pintail/Interior Alaska/9BM10210R0/2009,A/northern pintail/Interior Alaska/9BM10236R0/2009,Direct Transmission,0.0,Intra-Species,8.0
613,A/American black duck/New Brunswick/03552/2009,A/American black duck/New Brunswick/03553/2009,Direct Transmission,0.0,Intra-Species,7.999136
614,A/ruddy turnstone/New Jersey/AI09-151/2009,A/laughing gull/New Jersey/AI09-271/2009,Direct Transmission,-4.0,Inter-Species,7.998483
615,A/northern pintail/Interior Alaska/10BM08899R0/2010,A/northern pintail/Interior Alaska/10BM08903R0/2010,Direct Transmission,0.0,Intra-Species,8.0
616,A/mallard/Interior Alaska/10BM05900R0/2010,A/northern shoveler/Interior Alaska/10BM05649R0/2010,Direct Transmission,0.0,Inter-Species,7.999134
617,A/ring-necked duck/Interior Alaska/10BM05792R0/2010,A/northern shoveler/Interior Alaska/10BM05649R0/2010,Direct Transmission,0.0,Inter-Species,8.0
618,A/northern shoveler/Interior Alaska/10BM05638R0/2010,A/northern shoveler/Interior Alaska/10BM05649R0/2010,Direct Transmission,0.0,Intra-Species,7.995888000000001
619,A/American black duck/New Brunswick/00949/2010,A/mallard/Wisconsin/2653/2009,Environmental Persistence,333.0,Inter-Species,7.782525
620,A/mallard/New Brunswick/00854/2010,A/mallard/Wisconsin/2653/2009,Environmental Persistence,331.0,Intra-Species,7.772344
621,A/northern pintail/Interior Alaska/10BM02585R0/2010,A/mallard/Wisconsin/2653/2009,Environmental Persistence,248.0,Inter-Species,7.686083999999999
622,A/mallard/Interior Alaska/9BM10537R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,12.0,Inter-Species,7.94658
623,A/northern pintail/Interior Alaska/9BM7882R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,4.0,Intra-Species,7.998964999999999
624,A/northern pintail/Interior Alaska/9BM11643R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,14.0,Intra-Species,7.9946639999999976
625,A/northern pintail/Interior Alaska/9BM8967R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,7.0,Intra-Species,7.996267
626,A/American green-winged teal/Interior Alaska/9BM5045R0/2009,A/northern pintail/Interior Alaska/9BM6510R0/2009,Direct Transmission,-6.0,Inter-Species,7.996025
627,A/blue-winged teal/New Brunswick/00285/2010,A/blue-winged teal/New Brunswick/00289/2010,Direct Transmission,0.0,Intra-Species,7.999547
628,A/blue-winged teal/New Brunswick/00291/2010,A/blue-winged teal/New Brunswick/00289/2010,Direct Transmission,0.0,Intra-Species,8.0
629,A/American green-winged teal/Interior Alaska/9BM6225R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
630,A/northern pintail/Interior Alaska/9BM7696R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,5.0,Inter-Species,8.0
631,A/northern pintail/Interior Alaska/9BM9005R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,8.0,Inter-Species,7.995710000000001
632,A/northern pintail/Interior Alaska/9BM5376R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,-4.0,Inter-Species,7.999567999999999
633,A/American green-winged teal/Interior Alaska/9BM6223R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,0.0,Intra-Species,8.0
634,A/northern pintail/Interior Alaska/9BM8084R0/2009,A/American green-winged teal/Interior Alaska/9BM6222R0/2009,Direct Transmission,6.0,Inter-Species,7.9980030000000015
635,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,Environmental Persistence,21.0,Inter-Species,7.999567
636,A/northern pintail/Interior Alaska/10BM08514R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,Environmental Persistence,17.0,Intra-Species,7.9953850000000015
637,A/mallard/Interior Alaska/10BM09562R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,Environmental Persistence,20.0,Inter-Species,7.997329
638,A/mallard/Interior Alaska/10BM12308R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,Environmental Persistence,27.0,Inter-Species,7.992332000000001
639,A/mallard/Interior Alaska/10BM09570R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,Environmental Persistence,20.0,Inter-Species,7.996863999999999
640,A/mallard/Interior Alaska/10BM10864R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,Environmental Persistence,23.0,Inter-Species,7.995725999999999
641,A/red-necked grebe/Minnesota/AI10-1954/2010,A/red-necked grebe/Minnesota/AI10-1948/2010,Direct Transmission,0.0,Intra-Species,7.9995660000000015
642,A/American black duck/Nova Scotia/00094/2010,A/American black duck/Nova Scotia/00098/2010,Direct Transmission,0.0,Intra-Species,8.0
643,A/mallard/Nova Scotia/00088/2010,A/American black duck/Nova Scotia/00098/2010,Direct Transmission,0.0,Inter-Species,7.994836
644,A/mallard/Interior Alaska/10BM08828R0/2010,A/northern pintail/Interior Alaska/10BM07993R0/2010,Direct Transmission,2.0,Inter-Species,7.994075
645,A/mallard/Interior Alaska/9BM11965R0/2009,A/northern pintail/Interior Alaska/9BM12180R0/2009,Direct Transmission,0.0,Inter-Species,7.998683
646,A/northern pintail/Interior Alaska/9BM12176R0/2009,A/northern pintail/Interior Alaska/9BM12180R0/2009,Direct Transmission,0.0,Intra-Species,8.0
647,A/green-winged teal/New Brunswick/03483/2009,A/mallard/New Brunswick/03482/2009,Direct Transmission,0.0,Inter-Species,7.997053
648,A/blue-winged teal/Nova Scotia/00081/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
649,A/blue-winged teal/Nova Scotia/00077/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
650,A/blue-winged teal/Nova Scotia/00076/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
651,A/blue-winged teal/Nova Scotia/00072/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
652,A/blue-winged teal/Nova Scotia/00074/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
653,A/blue-winged teal/Nova Scotia/00080/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
654,A/blue-winged teal/Nova Scotia/00075/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
655,A/blue-winged teal/Nova Scotia/00079/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,7.999567999999999
656,A/blue-winged teal/Nova Scotia/00078/2010,A/blue-winged teal/Nova Scotia/00073/2010,Direct Transmission,0.0,Intra-Species,8.0
657,A/mallard/Interior Alaska/9BM1807/2009,A/mallard/Interior Alaska/9BM1958/2009,Direct Transmission,-2.0,Intra-Species,7.999416
658,A/mallard/Interior Alaska/9BM1947/2009,A/mallard/Interior Alaska/9BM1958/2009,Direct Transmission,0.0,Intra-Species,8.0
659,A/mallard/Interior Alaska/9BM1864/2009,A/mallard/Interior Alaska/9BM1958/2009,Direct Transmission,-3.0,Intra-Species,7.999416
660,A/mallard/Interior Alaska/9BM2168/2009,A/mallard/Interior Alaska/9BM1958/2009,Direct Transmission,6.0,Intra-Species,7.998919
661,A/mallard/Interior Alaska/9BM1809/2009,A/mallard/Interior Alaska/9BM1958/2009,Direct Transmission,-2.0,Intra-Species,7.997959
662,A/mallard/Interior Alaska/9BM1962/2009,A/mallard/Interior Alaska/9BM1958/2009,Direct Transmission,0.0,Intra-Species,8.0
663,A/northern shoveler/Interior Alaska/10BM02593R0/2010,A/mallard/Interior Alaska/10BM02644R0/2010,Direct Transmission,-2.0,Inter-Species,7.9945179999999985
664,A/northern pintail/Interior Alaska/9BM9129R0/2009,A/northern pintail/Interior Alaska/9BM4989R0/2009,Direct Transmission,14.0,Intra-Species,7.996736999999999
665,A/American green-winged teal/Interior Alaska/9BM4407R0/2009,A/northern pintail/Interior Alaska/9BM4989R0/2009,Direct Transmission,-2.0,Inter-Species,7.998507000000001
666,A/northern pintail/Interior Alaska/9BM4991R0/2009,A/northern pintail/Interior Alaska/9BM4989R0/2009,Direct Transmission,0.0,Intra-Species,7.999567999999999
667,A/mallard/Michigan/10OS1491/2010,A/blue-winged Teal/Minnesota/AI09-3786/2009,Environmental Persistence,348.0,Inter-Species,7.716653000000001
668,A/mallard/Interior Alaska/10BM05249R0/2010,A/mallard/Interior Alaska/10BM05337R0/2010,Direct Transmission,-1.0,Intra-Species,7.997160000000001
669,A/American black duck/New Brunswick/00886/2010,A/mallard/New Brunswick/00879/2010,Direct Transmission,1.0,Inter-Species,7.979344
670,A/blue-winged teal/Illinois/10OS1561/2010,A/mallard/California/1188/2010,Environmental Persistence,37.0,Inter-Species,7.702699999999999
671,A/blue-winged teal/Illinois/10OS1563/2010,A/mallard/California/1188/2010,Environmental Persistence,37.0,Inter-Species,7.702699999999999
672,A/northern pintail/Interior Alaska/9BM10877R0/2009,A/northern pintail/Interior Alaska/9BM6039R0/2009,Direct Transmission,15.0,Intra-Species,7.995867999999999
673,A/northern pintail/Interior Alaska/9BM6040R0/2009,A/northern pintail/Interior Alaska/9BM6039R0/2009,Direct Transmission,0.0,Intra-Species,7.999567999999999
674,A/northern pintail/Interior Alaska/9BM12186R0/2009,A/mallard/Interior Alaska/9BM12198R0/2009,Direct Transmission,0.0,Inter-Species,8.0
675,A/mallard/Interior Alaska/9BM12204R0/2009,A/mallard/Interior Alaska/9BM12198R0/2009,Direct Transmission,0.0,Intra-Species,8.0
676,A/northern pintail/Interior Alaska/9BM12190R0/2009,A/mallard/Interior Alaska/9BM12198R0/2009,Direct Transmission,0.0,Inter-Species,8.0
677,A/blue-winged teal/Illinois/10OS1563/2010,A/blue-winged teal/Illinois/10OS1561/2010,Direct Transmission,0.0,Intra-Species,8.0
678,A/mallard/Interior Alaska/9BM10055R0/2009,A/northern pintail/Interior Alaska/9BM7118R1/2009,Direct Transmission,9.0,Inter-Species,7.9973899999999984
679,A/mallard/Interior Alaska/9BM10111R0/2009,A/northern pintail/Interior Alaska/9BM7118R1/2009,Direct Transmission,9.0,Inter-Species,8.0
680,A/mallard/Interior Alaska/9BM10051R0/2009,A/northern pintail/Interior Alaska/9BM7118R1/2009,Direct Transmission,9.0,Inter-Species,7.997242
681,A/mallard/Interior Alaska/10BM06454R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,8.0
682,A/mallard/Interior Alaska/10BM06460R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,7.998991
683,A/mallard/Interior Alaska/10BM06448R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,8.0
684,A/mallard/Interior Alaska/10BM06450R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,8.0
685,A/mallard/Interior Alaska/10BM06459R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,7.999567
686,A/mallard/Interior Alaska/10BM06456R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,7.999414999999999
687,A/mallard/Interior Alaska/10BM07777R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,4.0,Intra-Species,8.0
688,A/mallard/Interior Alaska/10BM06455R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,7.999567
689,A/mallard/Interior Alaska/10BM06461R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,Direct Transmission,0.0,Intra-Species,8.0
690,A/mallard/California/1210/2010,A/mallard/California/1297/2010,Direct Transmission,-1.0,Intra-Species,7.993292999999999
691,A/shorebird/Delaware Bay/111/2009,A/shorebird/Delaware Bay/132/2009,Direct Transmission,0.0,Intra-Species,7.997985000000001
692,A/northern pintail/Interior Alaska/10BM08920R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,0.0,Intra-Species,7.992619
693,A/northern pintail/Interior Alaska/10BM09101R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,0.0,Intra-Species,8.0
694,A/American green-winged teal/Interior Alaska/10BM08228R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,-1.0,Inter-Species,7.9944919999999975
695,A/mallard/Interior Alaska/10BM09162R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,1.0,Inter-Species,7.9991020000000015
696,A/mallard/Interior Alaska/10BM09164R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,1.0,Inter-Species,7.999425
697,A/northern pintail/Interior Alaska/10BM09102R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,0.0,Intra-Species,8.0
698,A/mallard/Interior Alaska/10BM09158R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,1.0,Inter-Species,7.998703
699,A/northern pintail/Interior Alaska/10BM09105R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,0.0,Intra-Species,7.997835
700,A/mallard/Interior Alaska/10CH00035R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Environmental Persistence,31.0,Inter-Species,7.9951729999999985
701,A/mallard/Interior Alaska/10BM09159R0/2010,A/northern pintail/Interior Alaska/10BM09104R0/2010,Direct Transmission,1.0,Inter-Species,7.997975
702,A/mallard/Wisconsin/10OS2918/2010,A/mallard/Wisconsin/10OS2917/2010,Direct Transmission,0.0,Intra-Species,8.0
703,A/American black duck/New Brunswick/00615/2010,A/mallard/New Brunswick/00494/2010,Direct Transmission,4.0,Inter-Species,7.919835000000001
704,A/northern pintail/Interior Alaska/9BM10969R0/2009,A/northern pintail/Interior Alaska/9BM9611R0/2009,Direct Transmission,4.0,Intra-Species,8.0
705,A/northern pintail/Interior Alaska/9BM8553R0/2009,A/northern pintail/Interior Alaska/9BM9611R0/2009,Direct Transmission,-3.0,Intra-Species,7.998248999999999
706,A/mallard/Interior Alaska/9BM1807/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,-2.0,Intra-Species,7.999416
707,A/mallard/Interior Alaska/9BM1947/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,0.0,Intra-Species,8.0
708,A/mallard/Interior Alaska/9BM1864/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,-3.0,Intra-Species,7.999416
709,A/mallard/Interior Alaska/9BM1958/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,0.0,Intra-Species,8.0
710,A/mallard/Interior Alaska/9BM2168/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,6.0,Intra-Species,7.998919
711,A/mallard/Interior Alaska/9BM2254/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,7.0,Intra-Species,7.998417999999999
712,A/mallard/Interior Alaska/9BM1809/2009,A/mallard/Interior Alaska/9BM1962/2009,Direct Transmission,-2.0,Intra-Species,7.997959
713,A/mallard/Interior Alaska/9BM9683R2/2009,A/American green-winged teal/Interior Alaska/9BM5277R0/2009,Direct Transmission,15.0,Inter-Species,7.992994
714,A/Canada goose/Delaware Bay/34/2010,A/shorebird/Delaware Bay/380/2010,Direct Transmission,-1.0,Inter-Species,7.997286
715,A/northern pintail/Interior Alaska/9BM9037R0/2009,A/northern pintail/Interior Alaska/9BM7861R0/2009,Direct Transmission,3.0,Intra-Species,7.994459000000001
716,A/northern pintail/Interior Alaska/9BM7840R0/2009,A/northern pintail/Interior Alaska/9BM7861R0/2009,Direct Transmission,0.0,Intra-Species,7.997108
