Strain Name,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8,State/Province,Country,Host Species,Collection Date,Subtype,Complete Genome
A/mallard/California/3188/2010,CY120650,CY120649,CY120648,CY120643,CY120646,CY120645,CY120644,CY120647,California,USA,IRD:Mallard/Avian,11/27/2010,H6N8,Yes
A/mallard/California/3569/2010,CY134406,CY134405,CY134404,CY134399,CY134402,CY134401,CY134400,CY134403,California,USA,IRD:Mallard/Avian,12/18/2010,H1N3,Yes
A/mallard/California/5149/2009,CY094660,CY094659,CY094658,CY094653,CY094656,CY094655,CY094654,CY094657,California,USA,IRD:Mallard/Avian,7/25/2009,H5N2,Yes
A/mallard/California/5174/2009,CY094668,CY094667,CY094666,CY094661,CY094664,CY094663,CY094662,CY094665,California,USA,IRD:Mallard/Avian,7/25/2009,H5N2,Yes
A/mallard/California/5191/2009,CY094740,CY094739,CY094738,CY094733,CY094736,CY094735,CY094734,CY094737,California,USA,IRD:Mallard/Avian,7/27/2009,H5N2,Yes
A/mallard/California/5192/2009,CY094676,CY094675,CY094674,CY094669,CY094672,CY094671,CY094670,CY094673,California,USA,IRD:Mallard/Avian,7/27/2009,H4N2,Yes
A/mallard/California/5197/2009,CY120714,CY120713,CY120712,CY120707,CY120710,CY120709,CY120708,CY120711,California,USA,IRD:Mallard/Avian,7/27/2009,H5N2,Yes
A/mallard/California/5205/2009,CY094684,CY094683,CY094682,CY094677,CY094680,CY094679,CY094678,CY094681,California,USA,IRD:Mallard/Avian,7/27/2009,mixed,Yes
A/mallard/California/5212/2009,CY094588,CY094587,CY094586,CY094581,CY094584,CY094583,CY094582,CY094585,California,USA,IRD:Mallard/Avian,7/27/2009,H5N2,Yes
A/mallard/California/5219/2009,CY094020,CY094019,CY094018,CY094013,CY094016,CY094015,CY094014,CY094017,California,USA,IRD:Mallard/Avian,7/27/2009,H5N2,Yes
A/mallard/California/5222/2009,CY094596,CY094595,CY094594,CY094589,CY094592,CY094591,CY094590,CY094593,California,USA,IRD:Mallard/Avian,7/27/2009,H5N2,Yes
A/mallard/California/5250/2009,CY094604,CY094603,CY094602,CY094597,CY094600,CY094599,CY094598,CY094601,California,USA,IRD:Mallard/Avian,7/28/2009,H5N2,Yes
A/mallard/California/5255/2009,CY094692,CY094691,CY094690,CY094685,CY094688,CY094687,CY094686,CY094689,California,USA,IRD:Mallard/Avian,7/28/2009,H3N8,Yes
A/mallard/California/5271/2009,CY094612,CY094611,CY094610,CY094605,CY094608,CY094607,CY094606,CY094609,California,USA,IRD:Mallard/Avian,7/29/2009,H4N6,Yes
A/mallard/California/5276/2009,CY094620,CY094619,CY094618,CY094613,CY094616,CY094615,CY094614,CY094617,California,USA,IRD:Mallard/Avian,7/29/2009,H5N2,Yes
A/mallard/California/5282/2009,CY094628,CY094627,CY094626,CY094621,CY094624,CY094623,CY094622,CY094625,California,USA,IRD:Mallard/Avian,7/29/2009,mixed,Yes
A/mallard/California/5296/2009,CY094636,CY094635,CY094634,CY094629,CY094632,CY094631,CY094630,CY094633,California,USA,IRD:Mallard/Avian,7/29/2009,H5N2,Yes
A/mallard/California/5319/2009,CY094700,CY094699,CY094698,CY094693,CY094696,CY094695,CY094694,CY094697,California,USA,IRD:Mallard/Avian,7/23/2009,H5N2,Yes
A/mallard/California/5351/2009,CY094708,CY094707,CY094706,CY094701,CY094704,CY094703,CY094702,CY094705,California,USA,IRD:Mallard/Avian,8/4/2009,H1N1,Yes
A/mallard/California/5359/2009,CY094716,CY094715,CY094714,CY094709,CY094712,CY094711,CY094710,CY094713,California,USA,IRD:Mallard/Avian,8/4/2009,H5N2,Yes
A/mallard/California/5386/2009,CY094724,CY094723,CY094722,CY094717,CY094720,CY094719,CY094718,CY094721,California,USA,IRD:Mallard/Avian,8/4/2009,H5N2,Yes
A/mallard/California/5491/2009,CY094732,CY094731,CY094730,CY094725,CY094728,CY094727,CY094726,CY094729,California,USA,IRD:Mallard/Avian,7/23/2009,H5N2,Yes
A/mallard/California/5495/2009,CY094644,CY094643,CY094642,CY094637,CY094640,CY094639,CY094638,CY094641,California,USA,IRD:Mallard/Avian,7/23/2009,H4N2,Yes
A/mallard/California/5502/2009,CY094652,CY094651,CY094650,CY094645,CY094648,CY094647,CY094646,CY094649,California,USA,IRD:Mallard/Avian,7/23/2009,H5N2,Yes
A/mallard/California/6695/2009,CY094572,CY094571,CY094570,CY094565,CY094568,CY094567,CY094566,CY094569,California,USA,IRD:Mallard/Avian,10/25/2009,H6N1,Yes
A/mallard/California/6744/2009,CY094548,CY094547,CY094546,CY094541,CY094544,CY094543,CY094542,CY094545,California,USA,IRD:Mallard/Avian,10/25/2009,H6N1,Yes
A/mallard/California/6768/2009,CY094556,CY094555,CY094554,CY094549,CY094552,CY094551,CY094550,CY094553,California,USA,IRD:Mallard/Avian,10/25/2009,H1N1,Yes
A/mallard/Illinois/10OS2677/2010,CY132704,CY132703,CY132702,CY132697,CY132700,CY132699,CY132698,CY132701,Illinois,USA,IRD:Mallard/Avian,10/2/2010,H3N2,Yes
A/mallard/Illinois/10OS3243/2010,CY132849,CY132848,CY132847,CY132841,CY132844,CY132843,CY132842,CY132845,Illinois,USA,IRD:Mallard/Avian,10/29/2010,mixed,Yes
A/mallard/Illinois/10OS3248/2010,CY132858,CY132857,CY132856,CY132850,CY132853,CY132852,CY132851,CY132854,Illinois,USA,IRD:Mallard/Avian,10/29/2010,mixed,Yes
A/mallard/Illinois/10OS3249/2010,CY132866,CY132865,CY132864,CY132859,CY132862,CY132861,CY132860,CY132863,Illinois,USA,IRD:Mallard/Avian,10/29/2010,H11N2,Yes
A/mallard/Illinois/10OS3599/2010,CY133028,CY133027,CY133026,CY133021,CY133024,CY133023,CY133022,CY133025,Illinois,USA,IRD:Mallard/Avian,10/30/2010,H6N1,Yes
A/mallard/Illinois/10OS3659/2010,CY133528,CY133527,CY133526,CY133521,CY133524,CY133523,CY133522,CY133525,Illinois,USA,IRD:Mallard/Avian,10/31/2010,H11N2,Yes
A/mallard/Illinois/10OS3676/2010,CY133544,CY133543,CY133542,CY133537,CY133540,CY133539,CY133538,CY133541,Illinois,USA,IRD:Mallard/Avian,10/31/2010,H3N8,Yes
A/mallard/Illinois/10OS3786/2010,CY132656,CY132655,CY132654,CY132649,CY132652,CY132651,CY132650,CY132653,Illinois,USA,IRD:Mallard/Avian,11/27/2010,H10N7,Yes
A/mallard/Illinois/10OS4078/2010,CY133496,CY133495,CY133494,CY133489,CY133492,CY133491,CY133490,CY133493,Illinois,USA,IRD:Mallard/Avian,11/28/2010,H10N7,Yes
A/mallard/Illinois/10OS4111/2010,CY133504,CY133503,CY133502,CY133497,CY133500,CY133499,CY133498,CY133501,Illinois,USA,IRD:Mallard/Avian,11/28/2010,H10N7,Yes
A/mallard/Illinois/10OS4130/2010,CY133512,CY133511,CY133510,CY133505,CY133508,CY133507,CY133506,CY133509,Illinois,USA,IRD:Mallard/Avian,11/29/2010,H11N2,Yes
A/mallard/Illinois/10OS4179/2010,CY133520,CY133519,CY133518,CY133513,CY133516,CY133515,CY133514,CY133517,Illinois,USA,IRD:Mallard/Avian,11/29/2010,H11N2,Yes
A/mallard/Illinois/10OS4334/2010,CY132892,CY132891,CY132890,CY132885,CY132888,CY132887,CY132886,CY132889,Illinois,USA,IRD:Mallard/Avian,11/27/2010,H10N7,Yes
A/mallard/Illinois/2956/2009,CY097175,CY097174,CY097173,CY097167,CY097171,CY097170,CY097168,CY097172,Illinois,USA,IRD:Mallard/Avian,10/17/2009,mixed,Yes
A/mallard/Illinois/3048/2009,CY096941,CY096940,CY096939,CY096934,CY096937,CY096936,CY096935,CY096938,Illinois,USA,IRD:Mallard/Avian,10/17/2009,H11N2,Yes
A/mallard/Illinois/3051/2009,CY096949,CY096948,CY096947,CY096942,CY096945,CY096944,CY096943,CY096946,Illinois,USA,IRD:Mallard/Avian,10/17/2009,H11N3,Yes
A/mallard/Illinois/3747/2009,CY097236,CY097235,CY097234,CY097229,CY097232,CY097231,CY097230,CY097233,Illinois,USA,IRD:Mallard/Avian,11/14/2009,H6N1,Yes
A/mallard/Illinois/3974/2009,CY097183,CY097182,CY097181,CY097176,CY097179,CY097178,CY097177,CY097180,Illinois,USA,IRD:Mallard/Avian,10/17/2009,H5N2,Yes
A/mallard/Illinois/4124/2009,CY097549,CY097548,CY097547,CY097542,CY097545,CY097544,CY097543,CY097546,Illinois,USA,IRD:Mallard/Avian,11/29/2009,H4N8,Yes
A/mallard/Illinois/4162/2009,CY097565,CY097564,CY097563,CY097558,CY097561,CY097560,CY097559,CY097562,Illinois,USA,IRD:Mallard/Avian,11/30/2009,H11N2,Yes
A/mallard/Illinois/4179/2009,CY097573,CY097572,CY097571,CY097566,CY097569,CY097568,CY097567,CY097570,Illinois,USA,IRD:Mallard/Avian,11/30/2009,H11N9,Yes
A/mallard/Illinois/4180/2009,CY097581,CY097580,CY097579,CY097574,CY097577,CY097576,CY097575,CY097578,Illinois,USA,IRD:Mallard/Avian,11/30/2009,H6N1,Yes
A/mallard/Interior Alaska/10BM01929R0/2010,CY130371,CY130370,CY130369,CY130364,CY130367,CY130366,CY130365,CY130368,Alaska,USA,IRD:Mallard/Avian,6/15/2010,H10N7,Yes
A/mallard/Interior Alaska/10BM02111R0/2010,CY130379,CY130378,CY130377,CY130372,CY130375,CY130374,CY130373,CY130376,Alaska,USA,IRD:Mallard/Avian,6/10/2010,H12N5,Yes
A/mallard/Interior Alaska/10BM02530R0/2010,CY130387,CY130386,CY130385,CY130380,CY130383,CY130382,CY130381,CY130384,Alaska,USA,IRD:Mallard/Avian,6/22/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM02644R0/2010,CY130444,CY130443,CY130442,CY130437,CY130440,CY130439,CY130438,CY130441,Alaska,USA,IRD:Mallard/Avian,6/25/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM02980R0/2010,CY130460,CY130459,CY130458,CY130453,CY130456,CY130455,CY130454,CY130457,Alaska,USA,IRD:Mallard/Avian,7/2/2010,H9N2,Yes
A/mallard/Interior Alaska/10BM03979R0/2010,CY130468,CY130467,CY130466,CY130461,CY130464,CY130463,CY130462,CY130465,Alaska,USA,IRD:Mallard/Avian,7/12/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM04564R1/2010,CY135598,CY135597,CY135596,CY135591,CY135594,CY135593,CY135592,CY135595,Alaska,USA,IRD:Mallard/Avian,7/18/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM04618R0/2010,CY135606*,CY135605*,CY135604*,CY135599*,CY135602*,CY135601*,CY135600*,CY135603*,Alaska,USA,IRD:Mallard/Avian,7/18/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM04623R0/2010,CY135614,CY135613,CY135612,CY135607,CY135610,CY135609,CY135608,CY135611,Alaska,USA,IRD:Mallard/Avian,7/18/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM04624R0/2010,CY135622,CY135621,CY135620,CY135615,CY135618,CY135617,CY135616,CY135619,Alaska,USA,IRD:Mallard/Avian,7/18/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM04626R0/2010,CY135630,CY135629,CY135628,CY135623,CY135626,CY135625,CY135624,CY135627,Alaska,USA,IRD:Mallard/Avian,7/18/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM04988R0/2010,CY135662,CY135661,CY135660,CY135655,CY135658,CY135657,CY135656,CY135659,Alaska,USA,IRD:Mallard/Avian,7/21/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM05235R1/2010,CY136061,CY136060,CY136059,CY136051,CY136057,CY136054,CY136053,CY136058,Alaska,USA,IRD:Mallard/Avian,7/23/2010,Mixed,Yes
A/mallard/Interior Alaska/10BM05247R0/2010,CY135694,CY135693,CY135692,CY135687,CY135690,CY135689,CY135688,CY135691,Alaska,USA,IRD:Mallard/Avian,7/23/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM05249R0/2010,CY135702,CY135701,CY135700,CY135695,CY135698,CY135697,CY135696,CY135699,Alaska,USA,IRD:Mallard/Avian,7/23/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM05337R0/2010,CY135720,CY135719,CY135718,CY135713,CY135716,CY135715,CY135714,CY135717,Alaska,USA,IRD:Mallard/Avian,7/24/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM05347R0/2010,CY135728,CY135727,CY135726,CY135721,CY135724,CY135723,CY135722,CY135725,Alaska,USA,IRD:Mallard/Avian,7/25/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM05797R0/2010,CY135818,CY135817,CY135816,CY135811,CY135814,CY135813,CY135812,CY135815,Alaska,USA,IRD:Mallard/Avian,7/26/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM05860R0/2010,CY135826,CY135825,CY135824,CY135819,CY135822,CY135821,CY135820,CY135823,Alaska,USA,IRD:Mallard/Avian,7/26/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM05900R0/2010,CY135834,CY135833,CY135832,CY135827,CY135830,CY135829,CY135828,CY135831,Alaska,USA,IRD:Mallard/Avian,7/26/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM05968R0/2010,CY135842,CY135841,CY135840,CY135835,CY135838,CY135837,CY135836,CY135839,Alaska,USA,IRD:Mallard/Avian,7/27/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM05970R0/2010,CY135850,CY135849,CY135848,CY135843,CY135846,CY135845,CY135844,CY135847,Alaska,USA,IRD:Mallard/Avian,7/27/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM06397R0/2010,CY135261,CY135260,CY135259,CY135254,CY135257,CY135256,CY135255,CY135258,Alaska,USA,IRD:Mallard/Avian,7/30/2010,mixed,Yes
A/mallard/Interior Alaska/10BM06447R0/2010,CY135270,CY135269,CY135268,CY135262,CY135266,CY135264,CY135263,CY135267,Alaska,USA,IRD:Mallard/Avian,7/30/2010,(H3),Yes
A/mallard/Interior Alaska/10BM06448R0/2010,CY135874,CY135873,CY135872,CY135867,CY135870,CY135869,CY135868,CY135871,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06450R0/2010,CY135882,CY135881,CY135880,CY135875,CY135878,CY135877,CY135876,CY135879,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06452R0/2010,CY135890,CY135889,CY135888,CY135883,CY135886,CY135885,CY135884,CY135887,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06454R0/2010,CY135898,CY135897,CY135896,CY135891,CY135894,CY135893,CY135892,CY135895,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06455R0/2010,CY135906,CY135905,CY135904,CY135899,CY135902,CY135901,CY135900,CY135903,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06456R0/2010,CY135914,CY135913,CY135912,CY135907,CY135910,CY135909,CY135908,CY135911,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06458R0/2010,CY135280,CY135279,CY135277,CY135272,CY135275,CY135274,CY135273,CY135276,Alaska,USA,IRD:Mallard/Avian,7/30/2010,mixed,Yes
A/mallard/Interior Alaska/10BM06459R0/2010,CY135922,CY135921,CY135920,CY135915,CY135918,CY135917,CY135916,CY135919,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06460R0/2010,CY135930,CY135929,CY135928,CY135923,CY135926,CY135925,CY135924,CY135927,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06461R0/2010,CY135938,CY135937,CY135936,CY135931,CY135934,CY135933,CY135932,CY135935,Alaska,USA,IRD:Mallard/Avian,7/30/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM06828R0/2010,CY135954,CY135953,CY135952,CY135947,CY135950,CY135949,CY135948,CY135951,Alaska,USA,IRD:Mallard/Avian,7/31/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM06835R0/2010,CY135962,CY135961,CY135960,CY135955,CY135958,CY135957,CY135956,CY135959,Alaska,USA,IRD:Mallard/Avian,7/31/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM06838R0/2010,CY135970,CY135969,CY135968,CY135963,CY135966,CY135965,CY135964,CY135967,Alaska,USA,IRD:Mallard/Avian,7/31/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM06905R0/2010,CY136002,CY136001,CY136000,CY135995,CY135998,CY135997,CY135996,CY135999,Alaska,USA,IRD:Mallard/Avian,7/31/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM06909R0/2010,CY136010,CY136009,CY136008,CY136003,CY136006,CY136005,CY136004,CY136007,Alaska,USA,IRD:Mallard/Avian,7/31/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM06911R0/2010,CY136018,CY136017,CY136016,CY136011,CY136014,CY136013,CY136012,CY136015,Alaska,USA,IRD:Mallard/Avian,7/31/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM07777R0/2010,CY143515,CY143514,CY143513,CY143508,CY143511,CY143510,CY143509,CY143512,Alaska,USA,IRD:Mallard/Avian,8/3/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM07971R0/2010,CY143539,CY143538,CY143537,CY143532,CY143535,CY143534,CY143533,CY143536,Alaska,USA,IRD:Mallard/Avian,8/3/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM08622R0/2010,CY143659,CY143658,CY143657,CY143652,CY143655,CY143654,CY143653,CY143656,Alaska,USA,IRD:Mallard/Avian,8/5/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM08828R0/2010,CY143667,CY143666,CY143665,CY143660,CY143663,CY143662,CY143661,CY143664,Alaska,USA,IRD:Mallard/Avian,8/5/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM09142R0/2010,CY141473,CY141472,CY141471,CY141464,CY141468,CY141467,CY141465,CY141469,Alaska,USA,IRD:Mallard/Avian,8/6/2010,(H3),Yes
A/mallard/Interior Alaska/10BM09158R0/2010,CY143699,CY143698,CY143697,CY143692,CY143695,CY143694,CY143693,CY143696,Alaska,USA,IRD:Mallard/Avian,8/6/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM09159R0/2010,CY143707,CY143706,CY143705,CY143700,CY143703,CY143702,CY143701,CY143704,Alaska,USA,IRD:Mallard/Avian,8/6/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM09162R0/2010,CY143715,CY143714,CY143713,CY143708,CY143711,CY143710,CY143709,CY143712,Alaska,USA,IRD:Mallard/Avian,8/6/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM09164R0/2010,CY143723,CY143722,CY143721,CY143716,CY143719,CY143718,CY143717,CY143720,Alaska,USA,IRD:Mallard/Avian,8/6/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM09561R0/2010,CY143731,CY143730,CY143729,CY143724,CY143727,CY143726,CY143725,CY143728,Alaska,USA,IRD:Mallard/Avian,8/7/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM09562R0/2010,CY143739,CY143738,CY143737,CY143732,CY143735,CY143734,CY143733,CY143736,Alaska,USA,IRD:Mallard/Avian,8/7/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM09570R0/2010,CY143747,CY143746,CY143745,CY143740,CY143743,CY143742,CY143741,CY143744,Alaska,USA,IRD:Mallard/Avian,8/7/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM10000R0/2010,CY143811,CY143810,CY143809,CY143804,CY143807,CY143806,CY143805,CY143808,Alaska,USA,IRD:Mallard/Avian,8/8/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM10173R0/2010,CY143819,CY143818,CY143817,CY143812,CY143815,CY143814,CY143813,CY143816,Alaska,USA,IRD:Mallard/Avian,8/8/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM10176R0/2010,CY143827,CY143826,CY143825,CY143820,CY143823,CY143822,CY143821,CY143824,Alaska,USA,IRD:Mallard/Avian,8/8/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM10829R0/2010,CY143860,CY143859,CY143858,CY143853,CY143856,CY143855,CY143854,CY143857,Alaska,USA,IRD:Mallard/Avian,8/10/2010,H7N3,Yes
A/mallard/Interior Alaska/10BM10831R0/2010,CY141485,CY141484,CY141483,CY141474,CY141479,CY141478,CY141476,CY141482,Alaska,USA,IRD:Mallard/Avian,8/10/2010,mixed,Yes
A/mallard/Interior Alaska/10BM10834R0/2010,CY141498,CY141497,CY141495,CY141486,CY141492,CY141489,CY141488,CY141493,Alaska,USA,IRD:Mallard/Avian,8/10/2010,mixed,Yes
A/mallard/Interior Alaska/10BM10864R0/2010,CY143868,CY143867,CY143866,CY143861,CY143864,CY143863,CY143862,CY143865,Alaska,USA,IRD:Mallard/Avian,8/10/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM11311R0/2010,CY143884,CY143883,CY143882,CY143877,CY143880,CY143879,CY143878,CY143881,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11414R0/2010,CY143892,CY143891,CY143890,CY143885,CY143888,CY143887,CY143886,CY143889,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11415R0/2010,CY143900,CY143899,CY143898,CY143893,CY143896,CY143895,CY143894,CY143897,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11416R0/2010,CY143908,CY143907,CY143906,CY143901,CY143904,CY143903,CY143902,CY143905,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11418R0/2010,CY143916,CY143915,CY143914,CY143909,CY143912,CY143911,CY143910,CY143913,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11419R0/2010,CY143924,CY143923,CY143922,CY143917,CY143920,CY143919,CY143918,CY143921,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11420R0/2010,CY143932,CY143931,CY143930,CY143925,CY143928,CY143927,CY143926,CY143929,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11421R0/2010,CY143940,CY143939,CY143938,CY143933,CY143936,CY143935,CY143934,CY143937,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM11485R0/2010,CY143950,CY143949,CY143948,CY143941,CY143945,CY143944,CY143942,CY143947,Alaska,USA,IRD:Mallard/Avian,8/12/2010,mixed,Yes
A/mallard/Interior Alaska/10BM11497R0/2010,CY143958,CY143957,CY143956,CY143951,CY143954,CY143953,CY143952,CY143955,Alaska,USA,IRD:Mallard/Avian,8/12/2010,H3N6,Yes
A/mallard/Interior Alaska/10BM12049R0/2010,CY144102,CY144101,CY144100,CY144095,CY144098,CY144097,CY144096,CY144099,Alaska,USA,IRD:Mallard/Avian,8/13/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12172R0/2010,CY143990,CY143989,CY143988,CY143983,CY143986,CY143985,CY143984,CY143987,Alaska,USA,IRD:Mallard/Avian,8/13/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12177R0/2010,CY143998,CY143997,CY143996,CY143991,CY143994,CY143993,CY143992,CY143995,Alaska,USA,IRD:Mallard/Avian,8/13/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12178R0/2010,CY144006,CY144005,CY144004,CY143999,CY144002,CY144001,CY144000,CY144003,Alaska,USA,IRD:Mallard/Avian,8/13/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12179R0/2010,CY144014,CY144013,CY144012,CY144007,CY144010,CY144009,CY144008,CY144011,Alaska,USA,IRD:Mallard/Avian,8/13/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12308R0/2010,CY144022,CY144021,CY144020,CY144015,CY144018,CY144017,CY144016,CY144019,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H4N6,Yes
A/mallard/Interior Alaska/10BM12311R0/2010,CY144030,CY144029,CY144028,CY144023,CY144026,CY144025,CY144024,CY144027,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12350R0/2010,CY144038,CY144037,CY144036,CY144031,CY144034,CY144033,CY144032,CY144035,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12351R0/2010,CY144046,CY144045,CY144044,CY144039,CY144042,CY144041,CY144040,CY144043,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12352R0/2010,CY144054,CY144053,CY144052,CY144047,CY144050,CY144049,CY144048,CY144051,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12362R0/2010,CY141514*,CY141513*,CY141512*,CY141507*,CY141510*,CY141509*,CY141508*,CY141511*,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12363R0/2010,CY144062,CY144061,CY144060,CY144055,CY144058,CY144057,CY144056,CY144059,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12370R0/2010,CY144070,CY144069,CY144068,CY144063,CY144066,CY144065,CY144064,CY144067,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12374R0/2010,CY144078,CY144077,CY144076,CY144071,CY144074,CY144073,CY144072,CY144075,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12383R0/2010,CY144086,CY144085,CY144084,CY144079,CY144082,CY144081,CY144080,CY144083,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10BM12582R0/2010,CY141522,CY141521,CY141520,CY141515,CY141518,CY141517,CY141516,CY141519,Alaska,USA,IRD:Mallard/Avian,8/14/2010,H3N8,Yes
A/mallard/Interior Alaska/10CH00021R0/2010,CY143763,CY143762,CY143761,CY143756,CY143759,CY143758,CY143757,CY143760,Alaska,USA,IRD:Mallard/Avian,9/4/2010,H4N6,Yes
A/mallard/Interior Alaska/10CH00035R0/2010,CY143771,CY143770,CY143769,CY143764,CY143767,CY143766,CY143765,CY143768,Alaska,USA,IRD:Mallard/Avian,9/5/2010,H3N8,Yes
A/mallard/Interior Alaska/9BM10047R0/2009,CY142729,CY142728,CY142727,CY142722,CY142725,CY142724,CY142723,CY142726,Alaska,USA,IRD:Mallard/Avian,8/15/2009,H3N8,Yes
A/mallard/Interior Alaska/9BM10051R0/2009,CY142737,CY142736,CY142735,CY142730,CY142733,CY142732,CY142731,CY142734,Alaska,USA,IRD:Mallard/Avian,8/15/2009,H3N8,Yes
A/mallard/Interior Alaska/9BM10055R0/2009,CY142745,CY142744,CY142743,CY142738,CY142741,CY142740,CY142739,CY142742,Alaska,USA,IRD:Mallard/Avian,8/15/2009,H3N8,Yes
