Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Sample ID
4,HA,CY144047,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
1,PB2,CY144054,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
3,"PA,PA-X protein(+61)",CY144052,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
7,"M1,M2",CY144048,Yes,987,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
8,"NS1,NS2",CY144051,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
6,NA,CY144049,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
5,NP,CY144050,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12352
1,PB2,CY141514*,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
5,NP,CY141510*,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
8,"NS1,NS2",CY141511*,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
4,HA,CY141507*,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
7,"M1,M2",CY141508*,Yes,987,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
2,"PB1,PB1-F2",CY141513*,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
6,NA,CY141509*,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
3,"PA,PA-X protein(other)",CY141512*,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12362
1,PB2,CY144062,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
4,HA,CY144055,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
2,"PB1,PB1-F2",CY144061,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
7,"M1,M2",CY144056,Yes,982,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
8,"NS1,NS2",CY144059,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
6,NA,CY144057,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
5,NP,CY144058,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
3,"PA,PA-X protein(+61)",CY144060,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12363
7,"M1,M2",CY144064,Yes,987,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
5,NP,CY144066,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
4,HA,CY144063,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
2,"PB1,PB1-F2",CY144069,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
6,NA,CY144065,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
8,"NS1,NS2",CY144067,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
3,"PA,PA-X protein(+61)",CY144068,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
1,PB2,CY144070,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12370
7,"M1,M2",CY144072,Yes,987,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
4,HA,CY144071,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
8,"NS1,NS2",CY144075,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
2,"PB1,PB1-F2",CY144077,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
6,NA,CY144073,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
3,"PA,PA-X protein(+61)",CY144076,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
5,NP,CY144074,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
1,PB2,CY144078,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12374
8,"NS1,NS2",CY144083,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
5,NP,CY144082,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
2,"PB1,PB1-F2",CY144085,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
6,NA,CY144081,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
1,PB2,CY144086,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
4,HA,CY144079,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
3,"PA,PA-X protein(+61)",CY144084,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
7,"M1,M2",CY144080,Yes,987,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12383
4,HA,CY141982,Yes,1706,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
7,"M1,M2",CY141983,Yes,1002,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
3,"PA,PA-X protein(+61)",CY141987,Yes,2151,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
2,"PB1,PB1-F2",CY141988,Yes,2304,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
8,"NS1,NS2",CY141986,Yes,865,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
6,NA,CY141984,Yes,1428,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
1,PB2,CY141989,Yes,2307,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
5,NP,CY141985,Yes,1540,H7N3,2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12534
6,NA,CY141517,Yes,1421,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
1,PB2,CY141522,Yes,2316,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
8,"NS1,NS2",CY141519,Yes,864,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
7,"M1,M2",CY141516,Yes,1002,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
4,HA,CY141515,Yes,1740,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
3,"PA,PA-X protein(+61)",CY141520,Yes,2208,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
5,NP,CY141518,Yes,1540,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
2,"PB1,PB1-F2",CY141521,Yes,2309,H3N8,8/14/2010,IRD:Mallard/Avian,USA,Alaska,-N/A-,10BM12582
6,NA,CY142099,Yes,1437,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
4,HA,CY142097,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
3,"PA,PA-X protein(+61)",CY142102,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
5,NP,CY142100,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
7,"M1,M2",CY142098,Yes,994,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
8,"NS1,NS2",CY142101,Yes,865,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
2,"PB1,PB1-F2",CY142103,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
1,PB2,CY142104,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10043
8,"NS1,NS2",CY142726,Yes,865,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
3,"PA,PA-X protein(+61)",CY142727,Yes,2208,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
2,"PB1,PB1-F2",CY142728,Yes,2309,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
1,PB2,CY142729,Yes,2316,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
4,HA,CY142722,Yes,1740,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
6,NA,CY142724,Yes,1435,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
7,"M1,M2",CY142723,Yes,1002,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
5,NP,CY142725,Yes,1535,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10047
5,NP,CY142733,Yes,1535,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
7,"M1,M2",CY142731,Yes,1002,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
8,"NS1,NS2",CY142734,Yes,865,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
4,HA,CY142730,Yes,1740,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
6,NA,CY142732,Yes,1435,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
3,"PA,PA-X protein(+61)",CY142735,Yes,2208,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
1,PB2,CY142737,Yes,2316,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
2,"PB1,PB1-F2",CY142736,Yes,2309,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10051
8,"NS1,NS2",CY142742,Yes,865,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
6,NA,CY142740,Yes,1435,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
4,HA,CY142738,Yes,1740,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
7,"M1,M2",CY142739,Yes,1002,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
1,PB2,CY142745,Yes,2316,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
3,"PA,PA-X protein(+61)",CY142743,Yes,2208,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
2,"PB1,PB1-F2",CY142744,Yes,2309,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
5,NP,CY142741,Yes,1535,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10055
6,NA,CY142748,Yes,1440,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
4,HA,CY142746,Yes,1713,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
2,"PB1,PB1-F2",CY142752,Yes,2316,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
5,NP,CY142749,Yes,1535,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
1,PB2,CY142753,Yes,2306,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
8,"NS1,NS2",CY142750,Yes,865,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
3,"PA,PA-X protein(+61)",CY142751,Yes,2208,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
7,"M1,M2",CY142747,Yes,994,H4N6,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10095
3,"PA,PA-X protein(+61)",CY142759,Yes,2208,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
1,PB2,CY142761,Yes,2316,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
6,NA,CY142756,Yes,1435,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
8,"NS1,NS2",CY142758,Yes,865,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
5,NP,CY142757,Yes,1535,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
4,HA,CY142754,Yes,1740,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
7,"M1,M2",CY142755,Yes,1002,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
2,"PB1,PB1-F2",CY142760,Yes,2309,H3N8,8/15/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10111
5,NP,CY142541,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
2,"PB1,PB1-F2",CY142544,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
4,HA,CY142538,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
8,"NS1,NS2",CY142542,Yes,865,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
1,PB2,CY142545,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
3,"PA,PA-X protein(+61)",CY142543,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
6,NA,CY142540,Yes,1435,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
7,"M1,M2",CY142539,Yes,994,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10369
7,"M1,M2",CY142547,Yes,994,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
8,"NS1,NS2",CY142550,Yes,865,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
6,NA,CY142548,Yes,1433,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
4,HA,CY142546,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
1,PB2,CY142553,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
2,"PB1,PB1-F2",CY142552,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
3,"PA,PA-X protein(+61)",CY142551,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
5,NP,CY142549,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10370
4,HA,CY143396,Yes,1713,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
8,"NS1,NS2",CY143400,Yes,865,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
2,"PB1,PB1-F2",CY143402,Yes,2316,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
5,NP,CY143399,Yes,1535,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
7,"M1,M2",CY143397,Yes,994,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
1,PB2,CY143403,Yes,2306,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
6,NA,CY143398,Yes,1440,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
3,"PA,PA-X protein(+61)",CY143401,Yes,2208,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10375
6,NA,CY142556,Yes,1435,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
1,PB2,CY142561,Yes,2316,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
2,"PB1,PB1-F2",CY142560,Yes,2316,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
3,"PA,PA-X protein(+61)",CY142559,Yes,2208,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
7,"M1,M2",CY142555,Yes,994,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
4,HA,CY142554,Yes,1712,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
5,NP,CY142557,Yes,1535,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
8,"NS1,NS2",CY142558,Yes,865,H12N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10393
1,PB2,CY136085,Yes,2306,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
6,NA,CY136080,Yes,1435,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
7,"M1,M2",CY136079,Yes,1002,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
2,"PB1,PB1-F2",CY136084,Yes,2316,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
4,HA,CY136078,Yes,1718,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
5,NP,CY136081,Yes,1540,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
8,"NS1,NS2",CY136082,Yes,865,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
3,"PA,PA-X protein(+61)",CY136083,Yes,2208,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM10537
1,PB2,CY141456,Yes,2316,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
3,"PA,PA-X protein(+61)",CY141454,Yes,2208,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
4,HA,CY141449,Yes,1713,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
2,"PB1,PB1-F2",CY141455,Yes,2316,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
6,NA,CY141451,Yes,1440,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
5,NP,CY141452,Yes,1540,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
7,"M1,M2",CY141450,Yes,994,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
8,"NS1,NS2",CY141453,Yes,865,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10563
2,"PB1,PB1-F2",CY143048,Yes,2309,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
7,"M1,M2",CY143043,Yes,1002,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
3,"PA,PA-X protein(+61)",CY143047,Yes,2208,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
6,NA,CY143044,Yes,1435,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
5,NP,CY143045,Yes,1535,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
8,"NS1,NS2",CY143046,Yes,865,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
4,HA,CY143042,Yes,1740,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
1,PB2,CY143049,Yes,2316,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10717
7,"M1,M2",CY143083,Yes,1002,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
6,NA,CY143084,Yes,1435,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
4,HA,CY143082,Yes,1740,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
5,NP,CY143085,Yes,1535,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
3,"PA,PA-X protein(+61)",CY143087,Yes,2208,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
1,PB2,CY143089,Yes,2316,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
2,"PB1,PB1-F2",CY143088,Yes,2309,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
8,"NS1,NS2",CY143086,Yes,865,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM10851
5,NP,CY142789,Yes,1535,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
4,HA,CY142786,Yes,1713,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
1,PB2,CY142793,Yes,2306,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
3,"PA,PA-X protein(+61)",CY142791,Yes,2208,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
7,"M1,M2",CY142787,Yes,994,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
6,NA,CY142788,Yes,1440,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
2,"PB1,PB1-F2",CY142792,Yes,2316,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
8,"NS1,NS2",CY142790,Yes,865,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11015
6,NA,CY142107,Yes,1435,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
3,"PA,PA-X protein(+61)",CY142110,Yes,2208,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
5,NP,CY142108,Yes,1540,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
2,"PB1,PB1-F2",CY142111,Yes,2316,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
1,PB2,CY142112,Yes,2295,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
8,"NS1,NS2",CY142109,Yes,855,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
7,"M1,M2",CY142106,Yes,1002,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
4,HA,CY142105,Yes,1716,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11023
7,"M1,M2",CY142123,Yes,1002,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
2,"PB1,PB1-F2",CY142128,Yes,2316,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
8,"NS1,NS2",CY142126,Yes,855,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
4,HA,CY142122,Yes,1716,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
3,"PA,PA-X protein(+61)",CY142127,Yes,2208,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
1,PB2,CY142129,Yes,2295,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
5,NP,CY142125,Yes,1540,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
6,NA,CY142124,Yes,1432,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11053
7,"M1,M2",CY142131,Yes,1002,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
6,NA,CY142132,Yes,1436,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
2,"PB1,PB1-F2",CY142136,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
5,NP,CY142133,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
8,"NS1,NS2",CY142134,Yes,848,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
3,"PA,PA-X protein(+61)",CY142135,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
1,PB2,CY142137,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
4,HA,CY142130,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11065
7,"M1,M2",CY142163,Yes,1002,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
3,"PA,PA-X protein(+61)",CY142167,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
1,PB2,CY142169,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
5,NP,CY142165,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
4,HA,CY142162,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
2,"PB1,PB1-F2",CY142168,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
8,"NS1,NS2",CY142166,Yes,848,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
6,NA,CY142164,Yes,1437,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,9BM11351
8,"NS1,NS2",CY142806,Yes,865,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,9-Aug,9BM11381
