Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
1,PB2,CY141456,Yes,2316,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
3,"PA,PA-X protein(+61)",CY141454,Yes,2208,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
4,HA,CY141449,Yes,1713,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
2,"PB1,PB1-F2",CY141455,Yes,2316,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
6,NA,CY141451,Yes,1440,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
5,NP,CY141452,Yes,1540,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
7,"M1,M2",CY141450,Yes,994,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
8,"NS1,NS2",CY141453,Yes,865,H4N6,8/16/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10563R2/2009
2,"PB1,PB1-F2",CY143048,Yes,2309,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
7,"M1,M2",CY143043,Yes,1002,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
3,"PA,PA-X protein(+61)",CY143047,Yes,2208,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
6,NA,CY143044,Yes,1435,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
5,NP,CY143045,Yes,1535,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
8,"NS1,NS2",CY143046,Yes,865,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
4,HA,CY143042,Yes,1740,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
1,PB2,CY143049,Yes,2316,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10717R0/2009
7,"M1,M2",CY143083,Yes,1002,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
6,NA,CY143084,Yes,1435,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
4,HA,CY143082,Yes,1740,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
5,NP,CY143085,Yes,1535,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
3,"PA,PA-X protein(+61)",CY143087,Yes,2208,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
1,PB2,CY143089,Yes,2316,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
2,"PB1,PB1-F2",CY143088,Yes,2309,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
8,"NS1,NS2",CY143086,Yes,865,H3N8,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM10851R0/2009
5,NP,CY142789,Yes,1535,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
4,HA,CY142786,Yes,1713,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
1,PB2,CY142793,Yes,2306,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
3,"PA,PA-X protein(+61)",CY142791,Yes,2208,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
7,"M1,M2",CY142787,Yes,994,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
6,NA,CY142788,Yes,1440,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
2,"PB1,PB1-F2",CY142792,Yes,2316,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
8,"NS1,NS2",CY142790,Yes,865,H4N6,8/17/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11015R0/2009
6,NA,CY142107,Yes,1435,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
3,"PA,PA-X protein(+61)",CY142110,Yes,2208,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
5,NP,CY142108,Yes,1540,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
2,"PB1,PB1-F2",CY142111,Yes,2316,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
1,PB2,CY142112,Yes,2295,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
8,"NS1,NS2",CY142109,Yes,855,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
7,"M1,M2",CY142106,Yes,1002,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
4,HA,CY142105,Yes,1716,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11023R0/2009
7,"M1,M2",CY142123,Yes,1002,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
2,"PB1,PB1-F2",CY142128,Yes,2316,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
8,"NS1,NS2",CY142126,Yes,855,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
4,HA,CY142122,Yes,1716,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
3,"PA,PA-X protein(+61)",CY142127,Yes,2208,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
1,PB2,CY142129,Yes,2295,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
5,NP,CY142125,Yes,1540,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
6,NA,CY142124,Yes,1432,H8N4,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11053R0/2009
7,"M1,M2",CY142131,Yes,1002,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
6,NA,CY142132,Yes,1436,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
2,"PB1,PB1-F2",CY142136,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
5,NP,CY142133,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
8,"NS1,NS2",CY142134,Yes,848,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
3,"PA,PA-X protein(+61)",CY142135,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
1,PB2,CY142137,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
4,HA,CY142130,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11065R0/2009
7,"M1,M2",CY142163,Yes,1002,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
3,"PA,PA-X protein(+61)",CY142167,Yes,2208,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
1,PB2,CY142169,Yes,2306,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
5,NP,CY142165,Yes,1537,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
4,HA,CY142162,Yes,1703,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
2,"PB1,PB1-F2",CY142168,Yes,2316,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
8,"NS1,NS2",CY142166,Yes,848,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
6,NA,CY142164,Yes,1437,H10N7,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11351R0/2009
8,"NS1,NS2",CY142806,Yes,865,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
6,NA,CY142804,Yes,1435,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
4,HA,CY142802,Yes,1740,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
2,"PB1,PB1-F2",CY142808,Yes,2309,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
3,"PA,PA-X protein(+61)",CY142807,Yes,2208,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
1,PB2,CY142809,Yes,2316,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
7,"M1,M2",CY142803,Yes,1002,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
5,NP,CY142805,Yes,1535,H3N8,8/18/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11381R0/2009
4,HA,CY142402,Yes,1740,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
1,PB2,CY142409,Yes,2316,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
2,"PB1,PB1-F2",CY142408,Yes,2309,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
7,"M1,M2",CY142403,Yes,1002,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
6,NA,CY142404,Yes,1435,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
8,"NS1,NS2",CY142406,Yes,848,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
3,"PA,PA-X protein(+61)",CY142407,Yes,2208,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
5,NP,CY142405,Yes,1540,H3N8,2009,IRD:Mallard/Avian,USA,Alaska,-N/A-,A/mallard/Interior Alaska/9BM11382R0/2009
3,"PA,PA-X protein(+61)",CY142823,Yes,2208,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
2,"PB1,PB1-F2",CY142824,Yes,2309,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
5,NP,CY142821,Yes,1535,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
8,"NS1,NS2",CY142822,Yes,865,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
4,HA,CY142818,Yes,1740,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
6,NA,CY142820,Yes,1435,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
1,PB2,CY142825,Yes,2316,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
7,"M1,M2",CY142819,Yes,1002,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11542R0/2009
8,"NS1,NS2",CY142862,Yes,865,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
6,NA,CY142860,Yes,1435,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
1,PB2,CY142865,Yes,2316,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
3,"PA,PA-X protein(+61)",CY142863,Yes,2209,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
4,HA,CY142858,Yes,1740,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
7,"M1,M2",CY142859,Yes,1002,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
5,NP,CY142861,Yes,1535,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
2,"PB1,PB1-F2",CY142864,Yes,2309,H3N8,8/19/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11867R0/2009
4,HA,CY142882,Yes,1740,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
8,"NS1,NS2",CY142886,Yes,865,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
5,NP,CY142885,Yes,1535,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
2,"PB1,PB1-F2",CY142888,Yes,2309,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
3,"PA,PA-X protein(+61)",CY142887,Yes,2208,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
6,NA,CY142884,Yes,1435,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
1,PB2,CY142889,Yes,2316,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
7,"M1,M2",CY142883,Yes,1002,H3N8,8/20/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM11965R0/2009
1,PB2,CY143129,Yes,2316,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
2,"PB1,PB1-F2",CY143128,Yes,2274,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
7,"M1,M2",CY143123,Yes,1002,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
3,"PA,PA-X protein(+61)",CY143127,Yes,2208,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
4,HA,CY143122,Yes,1713,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
6,NA,CY143124,Yes,1438,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
5,NP,CY143125,Yes,1540,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
8,"NS1,NS2",CY143126,Yes,865,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12198R0/2009
5,NP,CY143133,Yes,1540,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
2,"PB1,PB1-F2",CY143136,Yes,2274,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
4,HA,CY143130,Yes,1713,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
6,NA,CY143132,Yes,1440,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
3,"PA,PA-X protein(+61)",CY143135,Yes,2208,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
1,PB2,CY143137,Yes,2316,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
7,"M1,M2",CY143131,Yes,1002,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
8,"NS1,NS2",CY143134,Yes,865,H4N6,8/21/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12204R0/2009
2,"PB1,PB1-F2",CY143152,Yes,2316,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
1,PB2,CY143153,Yes,2293,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
7,"M1,M2",CY143147,Yes,1002,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
3,"PA,PA-X protein(+61)",CY143151,Yes,2202,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
4,HA,CY143146,Yes,1723,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
8,"NS1,NS2",CY143150,Yes,855,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
6,NA,CY143148,Yes,1421,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
5,NP,CY143149,Yes,1540,H3N8,9/1/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12285R0/2009
8,"NS1,NS2",CY143182,Yes,848,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
7,"M1,M2",CY143179,Yes,1002,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
5,NP,CY143181,Yes,1537,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
4,HA,CY143178,Yes,1740,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
2,"PB1,PB1-F2",CY143184,Yes,2309,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
6,NA,CY143180,Yes,1435,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
3,"PA,PA-X protein(+61)",CY143183,Yes,2208,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
1,PB2,CY143185,Yes,2316,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12326R0/2009
3,"PA,PA-X protein(+61)",CY143215,Yes,2208,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
7,"M1,M2",CY143211,Yes,985,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
6,NA,CY143212,Yes,1435,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
4,HA,CY143210,Yes,1740,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
1,PB2,CY143217,Yes,2316,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
2,"PB1,PB1-F2",CY143216,Yes,2309,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
5,NP,CY143213,Yes,1535,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
8,"NS1,NS2",CY143214,Yes,865,H3N8,9/2/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12390R0/2009
4,HA,CY143234,Yes,1740,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
5,NP,CY143237,Yes,1537,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
7,"M1,M2",CY143235,Yes,1002,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
8,"NS1,NS2",CY143238,Yes,865,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
6,NA,CY143236,Yes,1435,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
2,"PB1,PB1-F2",CY143240,Yes,2309,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
3,"PA,PA-X protein(+61)",CY143239,Yes,2208,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
1,PB2,CY143241,Yes,2306,H3N8,9/3/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12523R0/2009
4,HA,CY143306,Yes,1723,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
2,"PB1,PB1-F2",CY143312,Yes,2316,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
5,NP,CY143309,Yes,1540,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
8,"NS1,NS2",CY143310,Yes,864,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
7,"M1,M2",CY143307,Yes,1002,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
3,"PA,PA-X protein(+61)",CY143311,Yes,2202,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
6,NA,CY143308,Yes,1421,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
1,PB2,CY143313,Yes,2293,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12567R0/2009
5,NP,CY143317,Yes,1540,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12627R0/2009
2,"PB1,PB1-F2",CY143320,Yes,2309,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12627R0/2009
6,NA,CY143316,Yes,1435,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12627R0/2009
8,"NS1,NS2",CY143318,Yes,865,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12627R0/2009
3,"PA,PA-X protein(+61)",CY143319,Yes,2208,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12627R0/2009
7,"M1,M2",CY143315,Yes,1002,H3N8,9/4/2009,IRD:Mallard/Avian,USA,Alaska,09-Aug,A/mallard/Interior Alaska/9BM12627R0/2009
