Common Name,Sample ID,Band  #,Web Tag #,Nest ID,HS Bird ID,Species,Species.1,Sex,Capture,Health,Age,Age simple,Wild/Dom.,Habitat,Sample Type,GPS N,GPS W,Time,Date,Month,Year,Name,Location,Data Sheet,Capture #,Banding Date,Recap?,Ours or Foreign?,Category,Mass,Head,Total Tarsus,Wing Chord,Culmen,Grain Index,Blood Vial,Serum Vial,Whole Blood,Specific Location,Capture Method,Vial Notes,Marker Notes,Notes,Paired?,Date Shot,Time Shot,Fecal Quality,Fecal Loc,Brood ID,Hen Band #,"Wet, Dry, Pipping?",Brood Size,HEN STATUS?,decoy band,Cloacal Sample ID,Oral Sample ID,Notes.1,Sequence Accession,Sequence Accession2,Sequence Accession3,Sequence Accession4,Sequence Accession5,Sequence Accession6,Sequence Accession7,Sequence Accession8
A/northern pintail/Interior Alaska/10BM10906R0/2010(H7N3),10BM10906,1096-81002,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.92657,148.81829,2341,10-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR28,826,,Y,F,FALL,724,103.9,48.2,261,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM10906,10BM10907,,CY141933,CY141932,CY141931,CY141926,CY141929,CY141928,CY141927,CY141930
A/northern pintail/Interior Alaska/10BM10928R0/2010(H3N8),10BM10928,1096-81149,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,903,11-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR28,832,,Y,F,FALL,749,,,247,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM10928,10BM10929,,CY143876,CY143875,CY143874,CY143869,CY143872,CY143871,CY143870,CY143873
A/northern pintail/Interior Alaska/10BM11038R0/2010(H7N3),10BM11038,1146-86274,,,,NOPI,Anas acuta,M,A,H,AHY,AHY,W,M,C,64.89604,148.84413,1043,11-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT63,3249,11-Aug-10,N,,FALL,880,109,51.2,276,,0,1612,10BM21612,10BM31612,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11038,10BM11039,,CY141981,CY141980,CY141979,CY141974,CY141977,CY141976,CY141975,CY141978
A/northern pintail/Interior Alaska/10BM11208R0/2010(H7N3),10BM11208,1146-21983,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.92657,148.81829,2351,11-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR31,905,5-Aug-10,Y,O,FALL,614,,,249,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM11208,10BM11209,,CY141941,CY141940,CY141939,CY141934,CY141937,CY141936,CY141935,CY141938
A/mallard/Interior Alaska/10BM11311R0/2010(H3N8),10BM11311,1717-92052,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,OP,64.89604,148.84413,1115,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR32,934,,Y,F,FALL,1108,104.5,52.4,270,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11310,10BM11311,,CY143884,CY143883,CY143882,CY143877,CY143880,CY143879,CY143878,CY143881
A/northern pintail/Interior Alaska/10BM11366R0/2010(H7N3),10BM11366,1096-81248,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.90517,148.77598,1150,12-Aug-10,8,2010,Michael J. Petrula,"Minto Flats, USA, AK",BAITR33,953,,Y,F,FALL,797,98.7,47.2,252,,0,,,,BIG MINTO LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11366,10BM11367,TRAPPED ON BIG MINTO LAKE BUT SPECIFIC TRAP LOCATION UNKNOWN; COORDINATES ARE FOR CENTER OF BIG MINTO LAKE,CY141949,CY141948,CY141947,CY141942,CY141945,CY141944,CY141943,CY141946
A/northern pintail/Interior Alaska/10BM11380R0/2010(H10N6),10BM11380,1096-81230,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90517,148.77598,1150,12-Aug-10,8,2010,Michael J. Petrula,"Minto Flats, USA, AK",BAITR33,960,,Y,F,FALL,810,103,48.9,270,,0,,,,BIG MINTO LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11380,10BM11381,TRAPPED ON BIG MINTO LAKE BUT SPECIFIC TRAP LOCATION UNKNOWN; COORDINATES ARE FOR CENTER OF BIG MINTO LAKE,CY142577,CY142576,CY142575,CY142570,CY142573,CY142572,CY142571,CY142574
A/mallard/Interior Alaska/10BM11414R0/2010(H3N8),10BM11414,1927-10574,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3332,12-Aug-10,N,,FALL,1014,104,51.1,256,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11414,10BM11415,,CY143892,CY143891,CY143890,CY143885,CY143888,CY143887,CY143886,CY143889
A/mallard/Interior Alaska/10BM11415R0/2010(H3N8),10BM11415,1927-10574,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3332,12-Aug-10,N,,FALL,1014,104,51.1,256,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11414,10BM11415,,CY143900,CY143899,CY143898,CY143893,CY143896,CY143895,CY143894,CY143897
A/mallard/Interior Alaska/10BM11416R0/2010(H3N8),10BM11416,1927-10575,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3333,12-Aug-10,N,,FALL,842,102.7,50.9,252,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11416,10BM11417,,CY143908,CY143907,CY143906,CY143901,CY143904,CY143903,CY143902,CY143905
A/mallard/Interior Alaska/10BM11418R0/2010(H3N8),10BM11418,1927-10576,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3334,12-Aug-10,N,,FALL,945,100.2,50.2,259,,1,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11418,10BM11419,,CY143916,CY143915,CY143914,CY143909,CY143912,CY143911,CY143910,CY143913
A/mallard/Interior Alaska/10BM11419R0/2010(H3N8),10BM11419,1927-10576,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3334,12-Aug-10,N,,FALL,945,100.2,50.2,259,,1,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11418,10BM11419,,CY143924,CY143923,CY143922,CY143917,CY143920,CY143919,CY143918,CY143921
A/mallard/Interior Alaska/10BM11420R0/2010(H3N8),10BM11420,1927-10577,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3335,12-Aug-10,N,,FALL,1184,117.7,54.3,270,,0,1647,10BM21647,10BM31647,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11420,10BM11421,,CY143932,CY143931,CY143930,CY143925,CY143928,CY143927,CY143926,CY143929
A/mallard/Interior Alaska/10BM11421R0/2010(H3N8),10BM11421,1927-10577,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,OP,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT66,3335,12-Aug-10,N,,FALL,1184,117.7,54.3,270,,0,1647,10BM21647,10BM31647,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11420,10BM11421,,CY143940,CY143939,CY143938,CY143933,CY143936,CY143935,CY143934,CY143937
A/mallard/Interior Alaska/10BM11434R0/2010(H7N3),10BM11434,1837-23584,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.93499,148.81372,1312,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR34,982,30-Jul-10,Y,O,FALL,1025,,,285,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM11434,10BM11435,,CY141957,CY141956,CY141955,CY141950,CY141953,CY141952,CY141951,CY141954
A/mallard/Interior Alaska/10BM11497R0/2010(H3N6),10BM11497,1927-10593,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,OP,64.89604,148.84413,2141,12-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT67,3361,12-Aug-10,N,,FALL,1227,118.1,55.9,283,,0,1673,10BM21673,10BM31673,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11496,10BM11497,,CY143958,CY143957,CY143956,CY143951,CY143954,CY143953,CY143952,CY143955
A/northern pintail/Interior Alaska/10BM11672R0/2010(H3N8),10BM11672,1146-86399,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT73,3504,13-Aug-10,N,,FALL,700,93.4,44.8,243,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM11672,10BM11673,,CY143966,CY143965,CY143964,CY143959,CY143962,CY143961,CY143960,CY143963
A/northern pintail/Interior Alaska/10BM11694R0/2010(H3N8),10BM11694,1146-86410,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT73,3515,13-Aug-10,N,,FALL,838,108.1,49.9,249,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM11694,10BM11695,,CY143974,CY143973,CY143972,CY143967,CY143970,CY143969,CY143968,CY143971
A/northern pintail/Interior Alaska/10BM11945R0/2010(H7N3),10BM11945,1146-86248,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.89604,148.84413,1230,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR38,1079,10-Aug-10,Y,O,FALL,835,,,266,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11945,10BM11946,,CY141965,CY141964,CY141963,CY141958,CY141961,CY141960,CY141959,CY141962
A/northern pintail/Interior Alaska/10BM11989R0/2010(H3N8),10BM11989,1146-86382,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.89604,148.84413,1230,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT71,3467,13-Aug-10,N,,FALL,649,95.9,47.9,244,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM11989,10BM11990,,CY144094,CY144093,CY144092,CY144087,CY144090,CY144089,CY144088,CY144091
A/mallard/Interior Alaska/10BM12049R0/2010(H3N8),10BM12049,1927-10576,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.93499,148.81372,1415,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR39,1098,12-Aug-10,Y,O,FALL,868,,,259,,0,,,,SAM BERRY,BAIT TRAP,,,,,,,,,,,,,,,10BM12049,10BM12050,,CY144102,CY144101,CY144100,CY144095,CY144098,CY144097,CY144096,CY144099
A/northern pintail/Interior Alaska/10BM12146R0/2010(H4N6),10BM12146,1146-86415,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3520,13-Aug-10,N,,FALL,958,109.5,51.7,270,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12146,10BM12147,,CY144110,CY144109,CY144108,CY144103,CY144106,CY144105,CY144104,CY144107
A/northern pintail/Interior Alaska/10BM12163R0/2010(H3N8),10BM12163,1146-86423,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3528,13-Aug-10,N,,FALL,775,99.2,48.2,245,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12162,10BM12163,,CY143982,CY143981,CY143980,CY143975,CY143978,CY143977,CY143976,CY143979
A/mallard/Interior Alaska/10BM12172R0/2010(H3N8),10BM12172,1927-10657,,,,MALL,Anas platyrhynchos,M,A,H,3,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3533,13-Aug-10,N,,DUCKLING,969,108.8,52.7,235,,0,1771,10BM21771,10BM31771,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12172,10BM12173,,CY143990,CY143989,CY143988,CY143983,CY143986,CY143985,CY143984,CY143987
A/mallard/Interior Alaska/10BM12177R0/2010(H3N8),10BM12177,1927-10659,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,OP,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3535,13-Aug-10,N,,FALL,1015,112.2,53.5,272,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12176,10BM12177,,CY143998,CY143997,CY143996,CY143991,CY143994,CY143993,CY143992,CY143995
A/mallard/Interior Alaska/10BM12178R0/2010(H3N8),10BM12178,1927-10660,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3536,13-Aug-10,N,,FALL,940,102.7,48.9,242,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12178,10BM12179,,CY144006,CY144005,CY144004,CY143999,CY144002,CY144001,CY144000,CY144003
A/mallard/Interior Alaska/10BM12179R0/2010(H3N8),10BM12179,1927-10660,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT74,3536,13-Aug-10,N,,FALL,940,102.7,48.9,242,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12178,10BM12179,,CY144014,CY144013,CY144012,CY144007,CY144010,CY144009,CY144008,CY144011
A/northern pintail/Interior Alaska/10BM12221R0/2010(H4N6),10BM12221,1096-81130,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,OP,64.90723,148.83553,2222,13-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR40,1128,,Y,F,FALL,759,95.1,45,250,,1,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12220,10BM12221,,CY141506,CY141505,CY141504,CY141499,CY141502,CY141501,CY141500,CY141503
A/mallard/Interior Alaska/10BM12308R0/2010(H4N6),10BM12308,1927-10662,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89896,148.81513,55,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT76,3575,14-Aug-10,N,,FALL,931,102.6,49.8,250,,0,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM12308,10BM12309,BIRD HELD FOR APPR. 2.5 HRS BEFORE BEING PROCESSED,CY144022,CY144021,CY144020,CY144015,CY144018,CY144017,CY144016,CY144019
A/mallard/Interior Alaska/10BM12311R0/2010(H3N8),10BM12311,1927-10663,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,OP,64.89896,148.81513,55,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT76,3576,14-Aug-10,N,,FALL,1273,112.1,53.5,292,,0,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM12310,10BM12311,BIRD HELD FOR APPR. 2.5 HRS BEFORE BEING PROCESSED,CY144030,CY144029,CY144028,CY144023,CY144026,CY144025,CY144024,CY144027
A/mallard/Interior Alaska/10BM12350R0/2010(H3N8),10BM12350,1927-10667,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,OP,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT76,3588,14-Aug-10,N,,FALL,1046,109,47.8,261,,1,1798,10BM21798,10BM31798,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12349,10BM12350,,CY144038,CY144037,CY144036,CY144031,CY144034,CY144033,CY144032,CY144035
A/mallard/Interior Alaska/10BM12351R0/2010(H3N8),10BM12351,1927-10668,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT76,3589,14-Aug-10,N,,FALL,939,107.4,51,257,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12351,10BM12352,,CY144046,CY144045,CY144044,CY144039,CY144042,CY144041,CY144040,CY144043
A/mallard/Interior Alaska/10BM12352R0/2010(H3N8),10BM12352,1927-10668,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT76,3589,14-Aug-10,N,,FALL,939,107.4,51,257,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12351,10BM12352,,CY144054,CY144053,CY144052,CY144047,CY144050,CY144049,CY144048,CY144051
A/mallard/Interior Alaska/10BM12362R0/2010(H3N8),10BM12362,1927-10673,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT76,3594,14-Aug-10,N,,FALL,1007,106.1,49.1,259,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12361,10BM12362,,CY141514*,CY141513*,CY141512*,CY141507*,CY141510*,CY141509*,CY141508*,CY141511*
A/mallard/Interior Alaska/10BM12363R0/2010(H3N8),10BM12363,1927-10674,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT77,3595,14-Aug-10,N,,FALL,984,105,50.3,255,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12363,10BM12364,,CY144062,CY144061,CY144060,CY144055,CY144058,CY144057,CY144056,CY144059
A/mallard/Interior Alaska/10BM12370R0/2010(H3N8),10BM12370,1927-10677,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT77,3598,14-Aug-10,N,,FALL,822,106.7,51,270,,0,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12369,10BM12370,,CY144070,CY144069,CY144068,CY144063,CY144066,CY144065,CY144064,CY144067
A/mallard/Interior Alaska/10BM12374R0/2010(H3N8),10BM12374,1927-10679,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,OP,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT77,3600,14-Aug-10,N,,FALL,1127,114,55,274,,1,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12373,10BM12374,,CY144078,CY144077,CY144076,CY144071,CY144074,CY144073,CY144072,CY144075
A/mallard/Interior Alaska/10BM12383R0/2010(H3N8),10BM12383,1927-10684,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.92657,148.81829,935,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT77,3605,14-Aug-10,N,,FALL,1101,112.8,51.4,277,,2,,,,WACKY DUCK HEAD,BAIT TRAP,,,,,,,,,,,,,,,10BM12383,10BM12384,,CY144086,CY144085,CY144084,CY144079,CY144082,CY144081,CY144080,CY144083
A/northern pintail/Interior Alaska/10BM12413R0/2010(H8N4),10BM12413,1146-21550,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,1055,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR41,1154,30-Jul-10,Y,O,FALL,856,,,261,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM12413,10BM12414,,CY142585,CY142584,CY142583,CY142578,CY142581,CY142580,CY142579,CY142582
A/mallard/Interior Alaska/10BM12534R0/2010(H7N3),10BM12534,1927-10585,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,OP,64.89896,148.81513,1204,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR42,1175,12-Aug-10,Y,O,FALL,1131,107.1,50.8,276,,0,,,,WACKY DUCK BROWN,BAIT TRAP,,,,,,,,,,,,,,,10BM12533,10BM12534,,CY141989,CY141988,CY141987,CY141982,CY141985,CY141984,CY141983,CY141986
A/northern pintail/Interior Alaska/10BM12552R0/2010(H3N8),10BM12552,1096-81243,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,OP,64.89604,148.84413,1255,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR42,1186,,Y,F,FALL,849,106,50,266,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM12551,10BM12552,,CY144118,CY144117,CY144116,CY144111,CY144114,CY144113,CY144112,CY144115
A/mallard/Interior Alaska/10BM12582R0/2010(H3N8),10BM12582,1927-10695,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,OP,64.89604,148.84413,1255,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT79,3650,14-Aug-10,N,,FALL,1297,120,55.8,294,,0,,,,CRANE LAKE,BAIT TRAP,,,,,,,,,,,,,,,10BM12581,10BM12582,,CY141522,CY141521,CY141520,CY141515,CY141518,CY141517,CY141516,CY141519
A/northern pintail/Interior Alaska/10BM12603R0/2010(H3N8),10BM12603,1146-86459,,,,NOPI,Anas acuta,F,A,H,HY,HY,W,M,C,64.91492,148.81067,2020,14-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAIT79,3661,14-Aug-10,N,,FALL,707,94.2,47,245,,0,,,,WACKY DUCK NECK,BAIT TRAP,,,,,,,,,,,,,,,10BM12603,10BM12604,,CY144126,CY144125,CY144124,CY144119,CY144122,CY144121,CY144120,CY144123
A/northern pintail/Interior Alaska/10BM14807R2/2010(H9N2),10BM14807,1146-86338,,,,NOPI,Anas acuta,M,A,H,HY,HY,W,M,C,64.90723,148.83553,1015,18-Aug-10,8,2010,Brandt W. Meixell,"Minto Flats, USA, AK",BAITR64,1727,13-Aug-10,Y,O,FALL,882,,,260,,0,,,,WACKY DUCK FEET,BAIT TRAP,,,,,,,,,,,,,,,10BM14807,10BM14808,,CY125757,CY125756,CY125755,CY125750,CY125753,CY125752,CY125751,CY125754
A/northern shoveler/Interior Alaska/10BM16764R0/2010(H9N2),10BM16764,,,,HNT283,NSHO,Anas clypeata,M,K,U,HY,HY,W,M,C,64.93597,148.83243,1105,8-Sep-10,9,2010,Brandt W. Meixell,"Minto Flats, USA, AK",HS12,283,,N,,HUNTER SHOT,812,115.3,42.8,238,,,2272,10BM22272,10BM32272,SNAG LAKE,SHOT,,,,,8-Sep-10,0620-0800,,,,,,,,,10BM16764,10BM16765,"SHOT OVER DECOYS BUT MAJORITY OF BIRDS WERE PASS SHOT, NOT ACTIVELY DECOYING",CY125765,CY125764,CY125763,CY125758,CY125761,CY125760,CY125759,CY125762
A/mallard/Interior Alaska/9BM10043R0/2009(H10N7),9BM10043,1837-22523,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89207,148.79384,1005,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,123,16-Jul-09,Y,O,MIGRANT,931,106.5,50.3,246,,0,,,,FLEA BANE,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142104,CY142103,CY142102,CY142097,CY142100,CY142099,CY142098,CY142101
A/mallard/Interior Alaska/9BM10047R0/2009(H3N8),9BM10047,1757-75131,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.89807,148.76663,1045,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,125,U,,,MIGRANT,1049,111,52.1,266,,1,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142729,CY142728,CY142727,CY142722,CY142725,CY142724,CY142723,CY142726
A/mallard/Interior Alaska/9BM10051R0/2009(H3N8),9BM10051,1837-22469,,,,MALL,Anas platyrhynchos,F,A,H,HY,HY,W,M,C,64.89807,148.76663,1045,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,127,1-Jul-09,Y,O,MIGRANT,1050,107.1,54,256,,0,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142737,CY142736,CY142735,CY142730,CY142733,CY142732,CY142731,CY142734
A/mallard/Interior Alaska/9BM10055R0/2009(H3N8),9BM10055,1797-27983,,,,MALL,Anas platyrhynchos,F,A,H,AHY,AHY,W,M,C,64.89807,148.76663,1045,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP7,129,U,,,MIGRANT,850,107.4,49.8,260,,0,,,,BIG PENINSULA,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142745,CY142744,CY142743,CY142738,CY142741,CY142740,CY142739,CY142742
A/mallard/Interior Alaska/9BM10095R0/2009(H4N6),9BM10095,1757-75105,,,,MALL,Anas platyrhynchos,M,A,H,HY,HY,W,M,C,64.89207,148.79384,2040,15-Aug-09,8,2009,Michael J. Petrula,"Minto Flats, USA, AK",MP8,149,U,,,MIGRANT,1239,113.9,55.3,275,,5,,,,EAST MINTO,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142753,CY142752,CY142751,CY142746,CY142749,CY142748,CY142747,CY142750
A/mallard/Interior Alaska/9BM10111R0/2009(H3N8),9BM10111,1837-22834,,,,MALL,Anas platyrhynchos,M,A,H,AHY,AHY,W,M,C,64.89986,148.83792,2220,15-Aug-09,8,2009,Brandt W. Meixell,"Minto Flats, USA, AK",B77,1863,15-Aug-09,N,,MIGRANT,1482,118.7,54,283,,5,366,9BM20366,9BM30366,BACK DOOR,BAIT TRAP,,,,,,,,,,,,,,,,,,CY142761,CY142760,CY142759,CY142754,CY142757,CY142756,CY142755,CY142758
