,Isolate2,Isolate1,PWI,Collection Date1,Host Species1,Subtype1,Country1,State/Province1,Collection Date2,Host Species2,Subtype2,Country2,State/Province2,Time Delta
563489,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06450R0/2010,7.963928999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563490,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06452R0/2010,7.963928999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563491,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06454R0/2010,7.963924,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563492,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06455R0/2010,7.963518,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563493,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06456R0/2010,7.963342999999999,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563494,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06459R0/2010,7.963518,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563495,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06460R0/2010,7.962942,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563496,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM06461R0/2010,7.963951,2010-07-30 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"9 days, 00:00:00"
563505,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM07777R0/2010,7.963928999999999,2010-08-03 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
563506,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM07971R0/2010,7.969757,2010-08-03 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
563509,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM08622R0/2010,7.975168000000001,2010-08-05 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
563510,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM08828R0/2010,7.972371000000001,2010-08-05 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
563523,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM09562R0/2010(H4N6),7.996894999999999,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
563525,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM09570R0/2010(H4N6),7.99643,2010-08-07 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"1 days, 00:00:00"
563529,A/mallard/Interior Alaska/10BM10176R0/2010,A/mallard/Interior Alaska/10BM10173R0/2010,7.999102000000001,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,00:00:00
563849,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM02791R0/2010,7.96955,2010-06-25 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"44 days, 00:00:00"
563851,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM04704R0/2010,7.999567,2010-07-18 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"21 days, 00:00:00"
563854,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM05171R0/2010,7.969670000000002,2010-07-22 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"17 days, 00:00:00"
563865,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM07040R0/2010,7.966147,2010-08-01 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"7 days, 00:00:00"
563874,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM07476R0/2010(H4N6),7.973733999999999,2010-08-02 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"6 days, 00:00:00"
563877,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM07993R0/2010(H4N6),7.970236000000001,2010-08-03 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"5 days, 00:00:00"
563883,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM08514R0/2010(H4N6),7.994952,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
563884,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM08540R0/2010(H4N6),7.966145999999998,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
563887,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM08612R0/2010,7.975288000000001,2010-08-04 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"4 days, 00:00:00"
563889,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM08899R0/2010,7.957702,2010-08-05 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
563890,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern pintail/Interior Alaska/10BM08903R0/2010,7.957777,2010-08-05 00:00:00,IRD:Northern Pintail/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"3 days, 00:00:00"
564096,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern shoveler/Interior Alaska/10BM02593R0/2010,7.976780000000001,2010-06-23 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"46 days, 00:00:00"
564097,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern shoveler/Interior Alaska/10BM02892R0/2010,7.972542000000002,2010-06-30 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"39 days, 00:00:00"
564099,A/mallard/Interior Alaska/10BM10176R0/2010,A/northern shoveler/Interior Alaska/10BM05408R0/2010,7.973980999999998,2010-07-25 00:00:00,IRD:Northern Shoveler/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"14 days, 00:00:00"
564141,A/mallard/Interior Alaska/10BM10176R0/2010,A/ring-necked duck/Interior Alaska/10BM05617R0/2010,7.970331999999999,2010-07-26 00:00:00,IRD:Ring-necked Duck/Avian,H4N6,USA,Alaska,2010-08-08 00:00:00,IRD:Mallard/Avian,H4N6,USA,Alaska,"13 days, 00:00:00"
564679,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/mallard/Interior Alaska/10BM05347R0/2010(H7N3),7.996732000000001,2010-07-25 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"15 days, 00:00:00"
564697,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/mallard/Interior Alaska/10BM06838R0/2010,7.9922770000000005,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
564698,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/mallard/Interior Alaska/10BM06905R0/2010,7.9934949999999985,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
564699,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/mallard/Interior Alaska/10BM06909R0/2010,7.9917289999999985,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
564700,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/mallard/Interior Alaska/10BM06911R0/2010,7.9934949999999985,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
565053,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06303R0/2010,7.991103999999999,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"11 days, 00:00:00"
565054,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06306R0/2010,7.9922770000000005,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"11 days, 00:00:00"
565055,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06524R0/2010,7.9934949999999985,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
565057,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06720R0/2010,7.991811999999999,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
565059,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06895R0/2010,7.9926270000000015,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
565060,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06899R0/2010,7.9934949999999985,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,"9 days, 00:00:00"
565877,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/mallard/Interior Alaska/10BM05347R0/2010(H7N3),7.994018,2010-07-25 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"16 days, 00:00:00"
565895,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/mallard/Interior Alaska/10BM06838R0/2010,7.989559,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
565896,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/mallard/Interior Alaska/10BM06905R0/2010,7.99079,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
565897,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/mallard/Interior Alaska/10BM06909R0/2010,7.989011,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
565898,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/mallard/Interior Alaska/10BM06911R0/2010,7.990778999999999,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
565930,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/mallard/Interior Alaska/10BM10829R0/2010,7.997392,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,00:00:00
566251,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06303R0/2010,7.9883869999999995,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"12 days, 00:00:00"
566252,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06306R0/2010,7.989559,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"12 days, 00:00:00"
566253,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06524R0/2010,7.990778999999999,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"11 days, 00:00:00"
566255,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06720R0/2010,7.989127000000001,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"11 days, 00:00:00"
566257,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06895R0/2010,7.989922,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
566258,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06899R0/2010,7.99079,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
567075,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/mallard/Interior Alaska/10BM05347R0/2010(H7N3),7.996916000000001,2010-07-25 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"16 days, 00:00:00"
567093,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/mallard/Interior Alaska/10BM06838R0/2010,7.992462,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
567094,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/mallard/Interior Alaska/10BM06905R0/2010,7.993679999999999,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
567095,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/mallard/Interior Alaska/10BM06909R0/2010,7.991913999999999,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
567096,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/mallard/Interior Alaska/10BM06911R0/2010,7.993679999999999,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
567128,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/mallard/Interior Alaska/10BM10829R0/2010,7.993544,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,00:00:00
567449,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06303R0/2010,7.991288999999999,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"12 days, 00:00:00"
567450,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06306R0/2010,7.992462,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"12 days, 00:00:00"
567451,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06524R0/2010,7.993679999999999,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"11 days, 00:00:00"
567453,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06720R0/2010,7.9919970000000005,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"11 days, 00:00:00"
567455,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06895R0/2010,7.992812000000002,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
567456,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),A/northern pintail/Interior Alaska/10BM06899R0/2010,7.993679999999999,2010-07-31 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,"10 days, 00:00:00"
568273,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM05347R0/2010(H7N3),7.9966279999999985,2010-07-25 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"16 days, 00:00:00"
568275,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM05860R0/2010(H7N3),7.9966279999999985,2010-07-26 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"15 days, 00:00:00"
568291,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM06838R0/2010,7.992172999999999,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"10 days, 00:00:00"
568292,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM06905R0/2010,7.993392999999998,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"10 days, 00:00:00"
568293,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM06909R0/2010,7.991627,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"10 days, 00:00:00"
568294,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM06911R0/2010,7.993392999999998,2010-07-31 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"10 days, 00:00:00"
568295,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM07066R0/2010(H7N3),7.991428999999999,2010-08-01 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"9 days, 00:00:00"
568296,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM07092R0/2010(H7N3),7.993392999999998,2010-08-01 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"9 days, 00:00:00"
568299,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM08100R0/2010(H7N3),7.992574999999999,2010-08-04 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"6 days, 00:00:00"
568300,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM08120R0/2010(H7N3),7.993721000000001,2010-08-04 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"6 days, 00:00:00"
568303,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM08874R0/2010(H7N3),7.992875,2010-08-05 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"5 days, 00:00:00"
568304,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM08883R0/2010(H7N3),7.992875,2010-08-05 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"5 days, 00:00:00"
568305,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM08884R0/2010(H7N3),7.992440999999999,2010-08-05 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"5 days, 00:00:00"
568311,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM09528R0/2010(H7N3),7.994122999999999,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"3 days, 00:00:00"
568312,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM09539R0/2010(H7N3),7.994588,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"3 days, 00:00:00"
568313,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM09548R0/2010(H7N3),7.991824999999999,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"3 days, 00:00:00"
568316,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM09563R0/2010(H7N3),7.992988,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"3 days, 00:00:00"
568318,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM09818R0/2010(H7N3),7.994474,2010-08-07 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"3 days, 00:00:00"
568323,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10324R0/2010(H7N3),7.993360000000001,2010-08-09 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"1 days, 00:00:00"
568324,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10787R0/2010(H7N3),7.997392,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,00:00:00
568325,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10811R0/2010(H7N3),7.993544,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,00:00:00
568327,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10859R0/2010(H7N3),8.0,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,00:00:00
568328,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10861R0/2010(H7N3),8.0,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,00:00:00
568330,A/mallard/Interior Alaska/10BM10829R0/2010,A/mallard/Interior Alaska/10BM10876R0/2010(H7N3),8.0,2010-08-10 00:00:00,IRD:Mallard/Avian,,,,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,00:00:00
568647,A/mallard/Interior Alaska/10BM10829R0/2010,A/northern pintail/Interior Alaska/10BM06303R0/2010,7.991001,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"12 days, 00:00:00"
568648,A/mallard/Interior Alaska/10BM10829R0/2010,A/northern pintail/Interior Alaska/10BM06306R0/2010,7.992172999999999,2010-07-29 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"12 days, 00:00:00"
568649,A/mallard/Interior Alaska/10BM10829R0/2010,A/northern pintail/Interior Alaska/10BM06524R0/2010,7.993392999999998,2010-07-30 00:00:00,IRD:Northern Pintail/Avian,H7N3,USA,Alaska,2010-08-10 00:00:00,IRD:Mallard/Avian,H7N3,USA,Alaska,"11 days, 00:00:00"
